ref_code,source_material_id_orig,source_material_id,ref_code_seq
EMOBON00695,Roscoff_MarBIo_S3_220607-220907_SFA,EMOBON_Roskogo_Ha_36,DBN_AAFC
EMOBON00696,EMO BON PiEGetxo Ha 210729-211124 MF 05 1.1,EMOBON_PiEGetxo_Ha_1,DBN_AAFD
EMOBON00697,EMO BON PiEGetxo Ha 210729-211124 MF 01 1.1,EMOBON_PiEGetxo_Ha_2,DBN_AAFE
EMOBON00698,EMO BON PiEGetxo Ha 210729-211124 SF 1.1 ,EMOBON_PiEGetxo_Ha_3,DBN_AAFF
EMOBON00699,EMO BON PiEGetxo Ha 210729-211124 MF 05 1.2,EMOBON_PiEGetxo_Ha_4,DBN_AAFG
EMOBON00700,EMO BON PiEGetxo Ha 210729-211124 MF 01 1.2,EMOBON_PiEGetxo_Ha_5,DBN_AAFH
EMOBON00701,EMO BON PiEGetxo Ha 210729-211124 SF 1.2,EMOBON_PiEGetxo_Ha_6,DBN_AAFI
EMOBON00702,EMO BON PiEGetxo Ha 210729-211124 MF 0.5 2.1,EMOBON_PiEGetxo_Ha_7,DBN_AAFJ
EMOBON00703,EMO BON PiEGetxo Ha 210729-211124 MF 01 2.1,EMOBON_PiEGetxo_Ha_8,DBN_AAFK
EMOBON00704,EMO BON PiEGetxo Ha 210729-211124 SF 2.1,EMOBON_PiEGetxo_Ha_9,DBN_AAFL
EMOBON00705,EMO BON PiEGetxo Ha 210729-211124 MF 0.5 2.2,EMOBON_PiEGetxo_Ha_10,DBN_AAFM
EMOBON00706,EMO BON PiEGetxo Ha 210729-211124 MF 01 2.2 ,EMOBON_PiEGetxo_Ha_11,DBN_AAFN
EMOBON00707,EMO BON PiEGetxo Ha 210729-211124 SF 2.2,EMOBON_PiEGetxo_Ha_12,DBN_AAFO
EMOBON00708,EMO BON PiEGetxo Ha 210729-211124 Blank ,EMOBON_PiEGetxo_Ha_13,DBN_AAFP
EMOBON00709,EMOBON_OOB_So_211015_macro_1,EMOBON_OOB_So_21,DBK_AABH
EMOBON00710,EMOBON_OOB_So_211015_macro_2,EMOBON_OOB_So_22,DBK_AABI
EMOBON00711,EMOBON_OOB_So_220429_macro_1,EMOBON_OOB_So_43,DBK_AABJ
EMOBON00712,EMOBON_OOB_So_220429_macro_2,EMOBON_OOB_So_44,DBK_AABK
EMOBON00713,ARMS6_Crete_1HERP_20200903_20210626 SF(1),EMOBON_HCMR-1_Ha_1,DBN_AAFQ
EMOBON00714,ARMS6_Crete_1HERP_20200903_20210626 SF(2),EMOBON_HCMR-1_Ha_2,DBN_AAFR
EMOBON00715,ARMS6_Crete_1HERP_20200903_20210626 MF 500um,EMOBON_HCMR-1_Ha_3,DBN_AAFS
EMOBON00716,ARMS6_Crete_1HERP_20200903_20210626 MF 90um,EMOBON_HCMR-1_Ha_4,DBN_AAFT
EMOBON00717,ARMS7_Crete_1HERP_20200903_20211012 SF(1) > 2mm,EMOBON_HCMR-1_Ha_5,DBN_AAFU
EMOBON00718,ARMS7_Crete_1HERP_20200903_20211012 SF(2),EMOBON_HCMR-1_Ha_6,DBN_AAFV
EMOBON00719,ARMS7_Crete_1HERP_20200903_20211012 MF 500um,EMOBON_HCMR-1_Ha_7,DBN_AAFW
EMOBON00720,ARMS7_Crete_1HERP_20200903_20211012 MF 90um,EMOBON_HCMR-1_Ha_8,DBN_AAFX
EMOBON00721,ARMS_Crete_2UBPC_20201120_20220901 SF(1),EMOBON_HCMR-1_Ha_9,DBN_AAFY
EMOBON00722,ARMS_Crete_2UBPC_20201120_20220901 SF(2),EMOBON_HCMR-1_Ha_10,DBN_AAFZ
EMOBON00723,ARMS_Crete_2UBPC_20201120_20220901 MF 500um,EMOBON_HCMR-1_Ha_11,DBN_AAGA
EMOBON00724,ARMS_Crete_2UBPC_20201120_20220901 MF 90um,EMOBON_HCMR-1_Ha_12,DBN_AAGB
EMOBON00725,EMOBON_Koster_VH1_Ha_210608_220608_SF40_(1),EMOBON_Koster_Ha_1,DBN_AAGC
EMOBON00726,EMOBON_Koster_VH1_Ha_210608_220608_SF40_(2),EMOBON_Koster_Ha_2,DBN_AAGD
EMOBON00727,EMOBON_Koster_VH1_Ha_210608_220608_MF100_(1),EMOBON_Koster_Ha_5,DBN_AAGE
EMOBON00728,EMOBON_Koster_VH1_Ha_210608_220608_MF100_(2),EMOBON_Koster_Ha_6,DBN_AAGF
EMOBON00729,EMOBON_Koster_VH1_Ha_210608_220608_MF500_(1),EMOBON_Koster_Ha_9,DBN_AAGG
EMOBON00730,EMOBON_Koster_VH1_Ha_210608_220608_MF500_(2),EMOBON_Koster_Ha_10,DBN_AAGH
EMOBON00731,EMOBON_Koster_VH1_Ha_210608_220608_(blank),EMOBON_Koster_Ha_13,DBN_AAGI
EMOBON00732,EMOBON_Koster_VH3_Ha_210608_220609_SF40_(1),EMOBON_Koster_Ha_15,DBN_AAGJ
EMOBON00733,EMOBON_Koster_VH3_Ha_210608_220609_SF40_(2),EMOBON_Koster_Ha_16,DBN_AAGK
EMOBON00734,EMOBON_Koster_VH3_Ha_210608_220609_MF100_(1),EMOBON_Koster_Ha_19,DBN_AAGL
