source_material_id,source_material_id_orig,ref_code_seq,ref_code,nucl_acid_ext,nucl_acid_amp,lib_reads_seqd,lib_layout,target_gene,target_subfragment,ampl_size,pcr_primers,mid,adapters,pcr_cond,seq_quality_check,seq_meth,dna_conc,dna_conc_method,dna_quantity_after_extraction,analysis,run,reads_name,mock_pr,mock_eu,source_mat_id_an,url_seq,sop_seq
EMOBON_Roskogo_Ha_12,Roscoff_MarBIo_S1_210621-211011_SFA,DBQ_AAGN,EMOBON00672,Quick-DNA Fecal/soil,,3591534,paired,COI,,,,,,,basic Genoscope QC,Illumina NovaSeq 6000,0.465,,50.2,,,DBQ_AAGNOSTA_1_HLLHNDRX3.UDI073-BID09. DBQ_AAGNOSTA_2_H3KVNDRX5.UDI010-BID09,,,,,Prod_ILL_BqADN_SuperLowCost_150_v3
EMOBON_Roskogo_Ha_13,Roscoff_MarBIo_S2_210621-211012_MF100,DBQ_AADJ,EMOBON00673,Quick-DNA Fecal/soil,,1446293,paired,18S rRNA,V1-V2,,,,,,basic Genoscope QC,Illumina NovaSeq 6000,30.8,,3326.4,,,DBQ_AADJOSTA_1_HW5CMDRX3.UDI087-BID09,,,,,Prod_ILL_BqADN_SuperLowCost_150_v3
EMOBON_Roskogo_Ha_13,Roscoff_MarBIo_S2_210621-211012_MF100,DBQ_AAGT,EMOBON00673,Quick-DNA Fecal/soil,,3453605,paired,COI,,,,,,,basic Genoscope QC,Illumina NovaSeq 6000,30.8,,3326.4,,,DBQ_AAGTOSTA_2_HW5CMDRX3.UDI050-BID09,,,,,Prod_ILL_BqADN_SuperLowCost_150_v3
EMOBON_Roskogo_Ha_14,Roscoff_MarBIo_S2_210621-211012_MF500,DBQ_AAUH,EMOBON00674,Quick-DNA Fecal/soil,,8828984,paired,18S rRNA,V1-V2,,,,,,basic Genoscope QC,Illumina NovaSeq 6000,20.315,,1828.4,,,DBQ_AAUHOSTA_1_H3L7NDRX5.UDI375-BID09,,,,,Prod_ILL_BqADN_SuperLowCost_150_v3
EMOBON_Roskogo_Ha_14,Roscoff_MarBIo_S2_210621-211012_MF500,DBQ_AAQK,EMOBON00674,Quick-DNA Fecal/soil,,4360164,paired,COI,,,,,,,basic Genoscope QC,Illumina NovaSeq 6000,20.315,,1828.4,,,DBQ_AAQKOSTA_2_HW5CMDRX3.UDI301-BID09,,,,,Prod_ILL_BqADN_SuperLowCost_150_v3
EMOBON_Roskogo_Ha_15,Roscoff_MarBIo_S2_210621-211012_SFA,DBQ_AAUI,EMOBON00675,Quick-DNA Fecal/soil,,1544135,paired,18S rRNA,V1-V2,,,,,,basic Genoscope QC,Illumina NovaSeq 6000,1.971,,177.4,,,DBQ_AAUIOSTA_2_H5FGYDRX5.UDI292-BID09,,,,,Prod_ILL_BqADN_SuperLowCost_150_v3
EMOBON_Roskogo_Ha_15,Roscoff_MarBIo_S2_210621-211012_SFA,DBQ_AAQL,EMOBON00675,Quick-DNA Fecal/soil,,4343066,paired,COI,,,,,,,basic Genoscope QC,Illumina NovaSeq 6000,1.971,,177.4,,,DBQ_AAQLOSTA_1_H3KVNDRX5.UDI337-BID09,,,,,Prod_ILL_BqADN_SuperLowCost_150_v3
EMOBON_Roskogo_Ha_16,Roscoff_MarBIo_S3_210621-211013_MF100,DBQ_AADK,EMOBON00676,Quick-DNA Fecal/soil,,2665433,paired,18S rRNA,V1-V2,,,,,,basic Genoscope QC,Illumina NovaSeq 6000,28.3,,3056.4,,,DBQ_AADKOSTA_1_HW5CMDRX3.UDI086-BID11,,,,,Prod_ILL_BqADN_SuperLowCost_150_v3
EMOBON_Roskogo_Ha_16,Roscoff_MarBIo_S3_210621-211013_MF100,DBQ_AAGU,EMOBON00676,Quick-DNA Fecal/soil,,2749738,paired,COI,,,,,,,basic Genoscope QC,Illumina NovaSeq 6000,28.3,,3056.4,,,DBQ_AAGUOSTA_2_HW5CMDRX3.UDI074-BID11,,,,,Prod_ILL_BqADN_SuperLowCost_150_v3
EMOBON_Roskogo_Ha_17,Roscoff_MarBIo_S3_210621-211013_MF500,DBQ_AADL,EMOBON00677,Quick-DNA Fecal/soil,,3214253,paired,18S rRNA,V1-V2,,,,,,basic Genoscope QC,Illumina NovaSeq 6000,68.3,,7376.4,,,DBQ_AADLOSTA_1_HW5CMDRX3.UDI027-BID11,,,,,Prod_ILL_BqADN_SuperLowCost_150_v3
EMOBON_Roskogo_Ha_17,Roscoff_MarBIo_S3_210621-211013_MF500,DBQ_AAGV,EMOBON00677,Quick-DNA Fecal/soil,,2580220,paired,COI,,,,,,,basic Genoscope QC,Illumina NovaSeq 6000,68.3,,7376.4,,,DBQ_AAGVOSTA_2_HW5CMDRX3.UDI050-BID11,,,,,Prod_ILL_BqADN_SuperLowCost_150_v3
EMOBON_Roskogo_Ha_18,Roscoff_MarBIo_S3_210621-211013_SFA,DBQ_AAUJ,EMOBON00678,Quick-DNA Fecal/soil,,256708,paired,18S rRNA,V1-V2,,,,,,basic Genoscope QC,Illumina NovaSeq 6000,3.746,,337.2,,,DBQ_AAUJOSTA_2_H5FGYDRX5.UDI304-BID09,,,,,Prod_ILL_BqADN_SuperLowCost_150_v3
EMOBON_Roskogo_Ha_18,Roscoff_MarBIo_S3_210621-211013_SFA,DBQ_AAQM,EMOBON00678,Quick-DNA Fecal/soil,,2031832,paired,COI,,,,,,,basic Genoscope QC,Illumina NovaSeq 6000,3.746,,337.2,,,DBQ_AAQMOSTA_1_H3KVNDRX5.UDI290-BID09,,,,,Prod_ILL_BqADN_SuperLowCost_150_v3
EMOBON_Roskogo_Ha_18,Roscoff_MarBIo_S3_210621-211013_SFA,DBQ_AAUJ,EMOBON00678,Quick-DNA Fecal/soil,,3330186,paired,18S rRNA,V1-V2,,,,,,basic Genoscope QC,Illumina NovaSeq 6000,3.746,,337.2,,,DBQ_AAUJOSTA_1_H55TTDRX5.UDI013-BID09,,,,,Prod_ILL_BqADN_SuperLowCost_150_v3
EMOBON_Roskogo_Ha_19,Roscoff_BasBIo_S1_20210519-20220509_MF100,DBQ_AADE,EMOBON00679,Quick-DNA Fecal/soil,,1954723,paired,18S rRNA,V1-V2,,,,,,basic Genoscope QC,Illumina NovaSeq 6000,17.4,,1879.2,,,DBQ_AADEOSTA_1_HW5CMDRX3.UDI015-BID09,,,,,Prod_ILL_BqADN_SuperLowCost_150_v3
EMOBON_Roskogo_Ha_19,Roscoff_BasBIo_S1_20210519-20220509_MF100,DBQ_AAGO,EMOBON00679,Quick-DNA Fecal/soil,,824807,paired,COI,,,,,,,basic Genoscope QC,Illumina NovaSeq 6000,17.4,,1879.2,,,DBQ_AAGOOSTA_1_HLLHNDRX3.UDI014-BID09,,,,,Prod_ILL_BqADN_SuperLowCost_150_v3
EMOBON_Roskogo_Ha_20,Roscoff_BasBIo_S1_20210519-20220509_MF500,DBQ_AADF,EMOBON00680,Quick-DNA Fecal/soil,,1882803,paired,18S rRNA,V1-V2,,,,,,basic Genoscope QC,Illumina NovaSeq 6000,49.95,,5394.6,,,DBQ_AADFOSTA_1_HW5CMDRX3.UDI039-BID09,,,,,Prod_ILL_BqADN_SuperLowCost_150_v3
EMOBON_Roskogo_Ha_20,Roscoff_BasBIo_S1_20210519-20220509_MF500,DBQ_AAGP,EMOBON00680,Quick-DNA Fecal/soil,,2386034,paired,COI,,,,,,,basic Genoscope QC,Illumina NovaSeq 6000,49.95,,5394.6,,,DBQ_AAGPOSTA_2_HW5CMDRX3.UDI074-BID09,,,,,Prod_ILL_BqADN_SuperLowCost_150_v3
EMOBON_Roskogo_Ha_21,Roscoff_BasBIo_S1_20210519-20220509_SFA,DBQ_AADG,EMOBON00681,Quick-DNA Fecal/soil,,1160306,paired,18S rRNA,V1-V2,,,,,,basic Genoscope QC,Illumina NovaSeq 6000,0.898,,97,,,DBQ_AADGOSTA_1_HW5CMDRX3.UDI051-BID09,,,,,Prod_ILL_BqADN_SuperLowCost_150_v3
EMOBON_Roskogo_Ha_21,Roscoff_BasBIo_S1_20210519-20220509_SFA,DBQ_AAGQ,EMOBON00681,Quick-DNA Fecal/soil,,3032865,paired,COI,,,,,,,basic Genoscope QC,Illumina NovaSeq 6000,0.898,,97,,,DBQ_AAGQOSTA_1_HLLHNDRX3.UDI038-BID09,,,,,Prod_ILL_BqADN_SuperLowCost_150_v3
EMOBON_Roskogo_Ha_22,Roscoff_BasBIo_S2_20210519-20220512_MF100,DBQ_AADH,EMOBON00682,Quick-DNA Fecal/soil,,1693438,paired,18S rRNA,V1-V2,,,,,,basic Genoscope QC,Illumina NovaSeq 6000,24.5,,2646,,,DBQ_AADHOSTA_1_HW5CMDRX3.UDI063-BID09,,,,,Prod_ILL_BqADN_SuperLowCost_150_v3
EMOBON_Roskogo_Ha_22,Roscoff_BasBIo_S2_20210519-20220512_MF100,DBQ_AAGR,EMOBON00682,Quick-DNA Fecal/soil,,2279279,paired,COI,,,,,,,basic Genoscope QC,Illumina NovaSeq 6000,24.5,,2646,,,DBQ_AAGROSTA_1_HLLHNDRX3.UDI026-BID09,,,,,Prod_ILL_BqADN_SuperLowCost_150_v3
EMOBON_Roskogo_Ha_23,Roscoff_BasBIo_S2_20210519-20220512_MF500,DBQ_AADM,EMOBON00683,Quick-DNA Fecal/soil,,3653313,paired,18S rRNA,V1-V2,,,,,,basic Genoscope QC,Illumina NovaSeq 6000,6.97,,752.8,,,DBQ_AADMOSTA_1_HW5CMDRX3.UDI015-BID11,,,,,Prod_ILL_BqADN_SuperLowCost_150_v3
EMOBON_Roskogo_Ha_23,Roscoff_BasBIo_S2_20210519-20220512_MF500,DBQ_AAGW,EMOBON00683,Quick-DNA Fecal/soil,,1926582,paired,COI,,,,,,,basic Genoscope QC,Illumina NovaSeq 6000,6.97,,752.8,,,DBQ_AAGWOSTA_1_HLLHNDRX3.UDI002-BID11,,,,,Prod_ILL_BqADN_SuperLowCost_150_v3
EMOBON_Roskogo_Ha_24,Roscoff_BasBIo_S2_20210519-20220512_SFA,DBQ_AADN,EMOBON00684,Quick-DNA Fecal/soil,,4242061,paired,18S rRNA,V1-V2,,,,,,basic Genoscope QC,Illumina NovaSeq 6000,2.04,,220.3,,,DBQ_AADNOSTA_1_HW5CMDRX3.UDI039-BID11,,,,,Prod_ILL_BqADN_SuperLowCost_150_v3
EMOBON_Roskogo_Ha_24,Roscoff_BasBIo_S2_20210519-20220512_SFA,DBQ_AAGX,EMOBON00684,Quick-DNA Fecal/soil,,2093155,paired,COI,,,,,,,basic Genoscope QC,Illumina NovaSeq 6000,2.04,,220.3,,,DBQ_AAGXOSTA_1_HLLHNDRX3.UDI026-BID11,,,,,Prod_ILL_BqADN_SuperLowCost_150_v3
EMOBON_Roskogo_Ha_25,Roscoff_BasBIo_S3_20210519-20220512_MF100,DBQ_AADO,EMOBON00685,Quick-DNA Fecal/soil,,2850803,paired,18S rRNA,V1-V2,,,,,,basic Genoscope QC,Illumina NovaSeq 6000,30.2,,3261.6,,,DBQ_AADOOSTA_1_HW5CMDRX3.UDI051-BID11,,,,,Prod_ILL_BqADN_SuperLowCost_150_v3
EMOBON_Roskogo_Ha_25,Roscoff_BasBIo_S3_20210519-20220512_MF100,DBQ_AAGY,EMOBON00685,Quick-DNA Fecal/soil,,2077216,paired,COI,,,,,,,basic Genoscope QC,Illumina NovaSeq 6000,30.2,,3261.6,,,DBQ_AAGYOSTA_2_HW5CMDRX3.UDI062-BID11,,,,,Prod_ILL_BqADN_SuperLowCost_150_v3
EMOBON_Roskogo_Ha_26,Roscoff_BasBIo_S3_20210519-20220512_MF500,DBQ_AADP,EMOBON00686,Quick-DNA Fecal/soil,,,paired,18S rRNA,V1-V2,,,,,,basic Genoscope QC,Illumina NovaSeq 6000,12.65,,1366.2,,,,,,,,Prod_ILL_BqADN_SuperLowCost_150_v3
EMOBON_Roskogo_Ha_26,Roscoff_BasBIo_S3_20210519-20220512_MF500,DBQ_AAGZ,EMOBON00686,Quick-DNA Fecal/soil,,1700423,paired,COI,,,,,,,basic Genoscope QC,Illumina NovaSeq 6000,12.65,,1366.2,,,DBQ_AAGZOSTA_1_HLLHNDRX3.UDI014-BID11,,,,,Prod_ILL_BqADN_SuperLowCost_150_v3
EMOBON_Roskogo_Ha_27,Roscoff_BasBIo_S3_20210519-20220512_SFA,DBQ_AADQ,EMOBON00687,Quick-DNA Fecal/soil,,3441117,paired,18S rRNA,V1-V2,,,,,,basic Genoscope QC,Illumina NovaSeq 6000,0.864,,93.3,,,DBQ_AADQOSTA_1_HW5CMDRX3.UDI075-BID11,,,,,Prod_ILL_BqADN_SuperLowCost_150_v3
EMOBON_Roskogo_Ha_27,Roscoff_BasBIo_S3_20210519-20220512_SFA,DBQ_AAHA,EMOBON00687,Quick-DNA Fecal/soil,,2782656,paired,COI,,,,,,,basic Genoscope QC,Illumina NovaSeq 6000,0.864,,93.3,,,DBQ_AAHAOSTA_1_HLLHNDRX3.UDI085-BID11,,,,,Prod_ILL_BqADN_SuperLowCost_150_v3
EMOBON_Roskogo_Ha_29,Roscoff_MarBIo_S1_220607-220907_MF500,DBQ_AADR,EMOBON00688,Quick-DNA Fecal/soil,,2352743,paired,18S rRNA,V1-V2,,,,,,basic Genoscope QC,Illumina NovaSeq 6000,69.25,,7479,,,DBQ_AADROSTA_1_HW5CMDRX3.UDI087-BID11,,,,,Prod_ILL_BqADN_SuperLowCost_150_v3
EMOBON_Roskogo_Ha_29,Roscoff_MarBIo_S1_220607-220907_MF500,DBQ_AAHB,EMOBON00688,Quick-DNA Fecal/soil,,3042309,paired,COI,,,,,,,basic Genoscope QC,Illumina NovaSeq 6000,69.25,,7479,,,DBQ_AAHBOSTA_1_HLLHNDRX3.UDI038-BID11,,,,,Prod_ILL_BqADN_SuperLowCost_150_v3
EMOBON_Roskogo_Ha_30,Roscoff_MarBIo_S1_220607-220907_SFA,DBQ_AADS,EMOBON00689,Quick-DNA Fecal/soil,,5439725,paired,18S rRNA,V1-V2,,,,,,basic Genoscope QC,Illumina NovaSeq 6000,9.05,,977.4,,,DBQ_AADSOSTA_1_HW5CMDRX3.UDI086-BID13,,,,,Prod_ILL_BqADN_SuperLowCost_150_v3
EMOBON_Roskogo_Ha_30,Roscoff_MarBIo_S1_220607-220907_SFA,DBQ_AAHC,EMOBON00689,Quick-DNA Fecal/soil,,5231788,paired,COI,,,,,,,basic Genoscope QC,Illumina NovaSeq 6000,9.05,,977.4,,,DBQ_AAHCOSTA_1_HLLHNDRX3.UDI038-BID13,,,,,Prod_ILL_BqADN_SuperLowCost_150_v3
EMOBON_Roskogo_Ha_31,Roscoff_MarBIo_S2_220607-220907_MF100,DBQ_AADT,EMOBON00690,Quick-DNA Fecal/soil,,6486253,paired,18S rRNA,V1-V2,,,,,,basic Genoscope QC,Illumina NovaSeq 6000,24.4,,2635.2,,,DBQ_AADTOSTA_1_HW5CMDRX3.UDI027-BID13,,,,,Prod_ILL_BqADN_SuperLowCost_150_v3
EMOBON_Roskogo_Ha_31,Roscoff_MarBIo_S2_220607-220907_MF100,DBQ_AAHD,EMOBON00690,Quick-DNA Fecal/soil,,4659087,paired,COI,,,,,,,basic Genoscope QC,Illumina NovaSeq 6000,24.4,,2635.2,,,DBQ_AAHDOSTA_1_HLLHNDRX3.UDI014-BID13,,,,,Prod_ILL_BqADN_SuperLowCost_150_v3
EMOBON_Roskogo_Ha_32,Roscoff_MarBIo_S2_220607-220907_MF500,DBQ_AADU,EMOBON00691,Quick-DNA Fecal/soil,,7267771,paired,18S rRNA,V1-V2,,,,,,basic Genoscope QC,Illumina NovaSeq 6000,54.15,,5848.2,,,DBQ_AADUOSTA_1_HW5CMDRX3.UDI015-BID13,,,,,Prod_ILL_BqADN_SuperLowCost_150_v3
EMOBON_Roskogo_Ha_32,Roscoff_MarBIo_S2_220607-220907_MF500,DBQ_AAHE,EMOBON00691,Quick-DNA Fecal/soil,,4631482,paired,COI,,,,,,,basic Genoscope QC,Illumina NovaSeq 6000,54.15,,5848.2,,,DBQ_AAHEOSTA_1_HLLHNDRX3.UDI085-BID13,,,,,Prod_ILL_BqADN_SuperLowCost_150_v3
EMOBON_Roskogo_Ha_33,Roscoff_MarBIo_S2_220607-220907_SFA,DBQ_AAIU,EMOBON00692,Quick-DNA Fecal/soil,,8488324,paired,18S rRNA,V1-V2,,,,,,basic Genoscope QC,Illumina NovaSeq 6000,0.812,,87.7,,,DBQ_AAIUOSTA_1_HW5CMDRX3.UDI003-BID13,,,,,Prod_ILL_BqADN_SuperLowCost_150_v3
EMOBON_Roskogo_Ha_33,Roscoff_MarBIo_S2_220607-220907_SFA,DBQ_AAHF,EMOBON00692,Quick-DNA Fecal/soil,,4292457,paired,COI,,,,,,,basic Genoscope QC,Illumina NovaSeq 6000,0.812,,87.7,,,DBQ_AAHFOSTA_2_HW5CMDRX3.UDI062-BID13,,,,,Prod_ILL_BqADN_SuperLowCost_150_v3
EMOBON_Roskogo_Ha_34,Roscoff_MarBIo_S3_220607-220907_MF100,DBQ_AADW,EMOBON00693,Quick-DNA Fecal/soil,,5086560,paired,18S rRNA,V1-V2,,,,,,basic Genoscope QC,Illumina NovaSeq 6000,14.45,,1560.6,,,DBQ_AADWOSTA_1_HW5CMDRX3.UDI051-BID13,,,,,Prod_ILL_BqADN_SuperLowCost_150_v3
EMOBON_Roskogo_Ha_34,Roscoff_MarBIo_S3_220607-220907_MF100,DBQ_AAHG,EMOBON00693,Quick-DNA Fecal/soil,,4361834,paired,COI,,,,,,,basic Genoscope QC,Illumina NovaSeq 6000,14.45,,1560.6,,,DBQ_AAHGOSTA_2_HW5CMDRX3.UDI074-BID13,,,,,Prod_ILL_BqADN_SuperLowCost_150_v3
EMOBON_Roskogo_Ha_35,Roscoff_MarBIo_S3_220607-220907_MF500,DBQ_AADX,EMOBON00694,Quick-DNA Fecal/soil,,6489891,paired,18S rRNA,V1-V2,,,,,,basic Genoscope QC,Illumina NovaSeq 6000,87.2,,9417.6,,,DBQ_AADXOSTA_1_HW5CMDRX3.UDI039-BID13,,,,,Prod_ILL_BqADN_SuperLowCost_150_v3
EMOBON_Roskogo_Ha_35,Roscoff_MarBIo_S3_220607-220907_MF500,DBQ_AAHH,EMOBON00694,Quick-DNA Fecal/soil,,4283822,paired,COI,,,,,,,basic Genoscope QC,Illumina NovaSeq 6000,87.2,,9417.6,,,DBQ_AAHHOSTA_1_HLLHNDRX3.UDI002-BID13,,,,,Prod_ILL_BqADN_SuperLowCost_150_v3
EMOBON_Roskogo_Ha_36,Roscoff_MarBIo_S3_220607-220907_SFA,DBQ_AAUK,EMOBON00695,Quick-DNA Fecal/soil,,693835,paired,18S rRNA,V1-V2,,,,,,basic Genoscope QC,Illumina NovaSeq 6000,1.44,,129.6,,,DBQ_AAUKOSTA_2_H5FGYDRX5.UDI316-BID09,,,,,Prod_ILL_BqADN_SuperLowCost_150_v3
EMOBON_Roskogo_Ha_36,Roscoff_MarBIo_S3_220607-220907_SFA,DBQ_AAQN,EMOBON00695,Quick-DNA Fecal/soil,,1179334,paired,COI,,,,,,,basic Genoscope QC,Illumina NovaSeq 6000,1.44,,129.6,,,DBQ_AAQNOSTA_1_H3KVNDRX5.UDI302-BID09,,,,,Prod_ILL_BqADN_SuperLowCost_150_v3
EMOBON_Roskogo_Ha_36,Roscoff_MarBIo_S3_220607-220907_SFA,DBQ_AAUK,EMOBON00695,Quick-DNA Fecal/soil,,5020170,paired,18S rRNA,V1-V2,,,,,,basic Genoscope QC,Illumina NovaSeq 6000,1.44,,129.6,,,DBQ_AAUKOSTA_1_H55TTDRX5.UDI073-BID09,,,,,Prod_ILL_BqADN_SuperLowCost_150_v3
EMOBON_PiEGetxo_Ha_1,EMO BON PiEGetxo Ha 210729-211124 MF 05 1.1,DBQ_AAUL,EMOBON00696,Quick-DNA Fecal/soil,,4839224,paired,18S rRNA,V1-V2,,,,,,basic Genoscope QC,Illumina NovaSeq 6000,30.581,,2752.3,,,DBQ_AAULOSTA_2_H5FGYDRX5.UDI328-BID09,,,,,Prod_ILL_BqADN_SuperLowCost_150_v3
EMOBON_PiEGetxo_Ha_1,EMO BON PiEGetxo Ha 210729-211124 MF 05 1.1,DBQ_AAQO,EMOBON00696,Quick-DNA Fecal/soil,,567306,paired,COI,,,,,,,basic Genoscope QC,Illumina NovaSeq 6000,30.581,,2752.3,,,DBQ_AAQOOSTA_1_H3KVNDRX5.UDI325-BID09,,,,,Prod_ILL_BqADN_SuperLowCost_150_v3
EMOBON_PiEGetxo_Ha_1,EMO BON PiEGetxo Ha 210729-211124 MF 05 1.1,DBQ_AAQO,EMOBON00696,Quick-DNA Fecal/soil,,1523224,paired,COI,,,,,,,basic Genoscope QC,Illumina NovaSeq 6000,30.581,,2752.3,,,DBQ_AAQOOSTA_1_H55TTDRX5.UDI085-BID09,,,,,Prod_ILL_BqADN_SuperLowCost_150_v3
EMOBON_PiEGetxo_Ha_2,EMO BON PiEGetxo Ha 210729-211124 MF 01 1.1,DBQ_AAUM,EMOBON00697,Quick-DNA Fecal/soil,,4816337,paired,18S rRNA,V1-V2,,,,,,basic Genoscope QC,Illumina NovaSeq 6000,4.23,,380.7,,,DBQ_AAUMOSTA_2_H5FGYDRX5.UDI351-BID09,,,,,Prod_ILL_BqADN_SuperLowCost_150_v3
EMOBON_PiEGetxo_Ha_2,EMO BON PiEGetxo Ha 210729-211124 MF 01 1.1,DBQ_AAQP,EMOBON00697,Quick-DNA Fecal/soil,,4923993,paired,COI,,,,,,,basic Genoscope QC,Illumina NovaSeq 6000,4.23,,380.7,,,DBQ_AAQPOSTA_2_HW5CMDRX3.UDI289-BID09,,,,,Prod_ILL_BqADN_SuperLowCost_150_v3
EMOBON_PiEGetxo_Ha_3,EMO BON PiEGetxo Ha 210729-211124 SF 1.1 ,DBQ_AADY,EMOBON00698,Quick-DNA Fecal/soil,,3261129,paired,18S rRNA,V1-V2,,,,,,basic Genoscope QC,Illumina NovaSeq 6000,10.45,,1024.1,,,DBQ_AADYOSTA_1_HW5CMDRX3.UDI075-BID13,,,,,Prod_ILL_BqADN_SuperLowCost_150_v3
EMOBON_PiEGetxo_Ha_3,EMO BON PiEGetxo Ha 210729-211124 SF 1.1 ,DBQ_AAHI,EMOBON00698,Quick-DNA Fecal/soil,,3922355,paired,COI,,,,,,,basic Genoscope QC,Illumina NovaSeq 6000,10.45,,1024.1,,,DBQ_AAHIOSTA_1_HLLHNDRX3.UDI073-BID13,,,,,Prod_ILL_BqADN_SuperLowCost_150_v3
EMOBON_PiEGetxo_Ha_4,EMO BON PiEGetxo Ha 210729-211124 MF 05 1.2,DBQ_AADZ,EMOBON00699,Quick-DNA Fecal/soil,,3765850,paired,18S rRNA,V1-V2,,,,,,basic Genoscope QC,Illumina NovaSeq 6000,22,,2156,,,DBQ_AADZOSTA_1_HW5CMDRX3.UDI087-BID13,,,,,Prod_ILL_BqADN_SuperLowCost_150_v3
EMOBON_PiEGetxo_Ha_4,EMO BON PiEGetxo Ha 210729-211124 MF 05 1.2,DBQ_AAHJ,EMOBON00699,Quick-DNA Fecal/soil,,4405355,paired,COI,,,,,,,basic Genoscope QC,Illumina NovaSeq 6000,22,,2156,,,DBQ_AAHJOSTA_1_HLLHNDRX3.UDI026-BID13,,,,,Prod_ILL_BqADN_SuperLowCost_150_v3
EMOBON_PiEGetxo_Ha_5,EMO BON PiEGetxo Ha 210729-211124 MF 01 1.2,DBQ_AAUN,EMOBON00700,Quick-DNA Fecal/soil,,1259079,paired,18S rRNA,V1-V2,,,,,,basic Genoscope QC,Illumina NovaSeq 6000,18.239,,1641.5,,,DBQ_AAUNOSTA_1_H3L7NDRX5.UDI339-BID09,,,,,Prod_ILL_BqADN_SuperLowCost_150_v3
EMOBON_PiEGetxo_Ha_5,EMO BON PiEGetxo Ha 210729-211124 MF 01 1.2,DBQ_AAQQ,EMOBON00700,Quick-DNA Fecal/soil,,4416569,paired,COI,,,,,,,basic Genoscope QC,Illumina NovaSeq 6000,18.239,,1641.5,,,DBQ_AAQQOSTA_1_H3KVNDRX5.UDI373-BID09,,,,,Prod_ILL_BqADN_SuperLowCost_150_v3
EMOBON_PiEGetxo_Ha_6,EMO BON PiEGetxo Ha 210729-211124 SF 1.2,DBQ_AAEA,EMOBON00701,Quick-DNA Fecal/soil,,1245424,paired,18S rRNA,V1-V2,,,,,,basic Genoscope QC,Illumina NovaSeq 6000,8.57,,839.9,,,DBQ_AAEAOSTA_1_HW5CMDRX3.UDI086-BID15,,,,,Prod_ILL_BqADN_SuperLowCost_150_v3
EMOBON_PiEGetxo_Ha_6,EMO BON PiEGetxo Ha 210729-211124 SF 1.2,DBQ_AAIJ,EMOBON00701,Quick-DNA Fecal/soil,,1662100,paired,COI,,,,,,,basic Genoscope QC,Illumina NovaSeq 6000,8.57,,839.9,,,DBQ_AAIJOSTA_1_HLLHNDRX3.UDI002-BID02,,,,,Prod_ILL_BqADN_SuperLowCost_150_v3
EMOBON_PiEGetxo_Ha_7,EMO BON PiEGetxo Ha 210729-211124 MF 0.5 2.1,DBQ_AAUO,EMOBON00702,Quick-DNA Fecal/soil,,2517302,paired,18S rRNA,V1-V2,,,,,,basic Genoscope QC,Illumina NovaSeq 6000,19.355,,1742,,,DBQ_AAUOOSTA_2_H5FGYDRX5.UDI351-BID11,,,,,Prod_ILL_BqADN_SuperLowCost_150_v3
EMOBON_PiEGetxo_Ha_7,EMO BON PiEGetxo Ha 210729-211124 MF 0.5 2.1,DBQ_AAQR,EMOBON00702,Quick-DNA Fecal/soil,,2611269,paired,COI,,,,,,,basic Genoscope QC,Illumina NovaSeq 6000,19.355,,1742,,,DBQ_AAQROSTA_2_HW5CMDRX3.UDI289-BID11,,,,,Prod_ILL_BqADN_SuperLowCost_150_v3
EMOBON_PiEGetxo_Ha_8,EMO BON PiEGetxo Ha 210729-211124 MF 01 2.1,DBQ_AAEC,EMOBON00703,Quick-DNA Fecal/soil,,2324778,paired,18S rRNA,V1-V2,,,,,,basic Genoscope QC,Illumina NovaSeq 6000,13.65,,1337.7,,,DBQ_AAECOSTA_1_HW5CMDRX3.UDI015-BID15,,,,,Prod_ILL_BqADN_SuperLowCost_150_v3
EMOBON_PiEGetxo_Ha_8,EMO BON PiEGetxo Ha 210729-211124 MF 01 2.1,DBQ_AAHM,EMOBON00703,Quick-DNA Fecal/soil,,1849872,paired,COI,,,,,,,basic Genoscope QC,Illumina NovaSeq 6000,13.65,,1337.7,,,DBQ_AAHMOSTA_2_HW5CMDRX3.UDI074-BID15,,,,,Prod_ILL_BqADN_SuperLowCost_150_v3
EMOBON_PiEGetxo_Ha_9,EMO BON PiEGetxo Ha 210729-211124 SF 2.1,DBQ_AAED,EMOBON00704,Quick-DNA Fecal/soil,,2184249,paired,18S rRNA,V1-V2,,,,,,basic Genoscope QC,Illumina NovaSeq 6000,0.666,,65.3,,,DBQ_AAEDOSTA_1_HW5CMDRX3.UDI039-BID15,,,,,Prod_ILL_BqADN_SuperLowCost_150_v3
EMOBON_PiEGetxo_Ha_9,EMO BON PiEGetxo Ha 210729-211124 SF 2.1,DBQ_AAHN,EMOBON00704,Quick-DNA Fecal/soil,,1420319,paired,COI,,,,,,,basic Genoscope QC,Illumina NovaSeq 6000,0.666,,65.3,,,DBQ_AAHNOSTA_1_HLLHNDRX3.UDI026-BID15,,,,,Prod_ILL_BqADN_SuperLowCost_150_v3
EMOBON_PiEGetxo_Ha_10,EMO BON PiEGetxo Ha 210729-211124 MF 0.5 2.2,DBQ_AAEE,EMOBON00705,Quick-DNA Fecal/soil,,1919045,paired,18S rRNA,V1-V2,,,,,,basic Genoscope QC,Illumina NovaSeq 6000,3.67,,359.7,,,DBQ_AAEEOSTA_1_HW5CMDRX3.UDI051-BID15,,,,,Prod_ILL_BqADN_SuperLowCost_150_v3
