old_source_mat_id,ref_code,ref_code_seq,ena_accession_number_sample,ena_accession_number_experiment_metag,ena_accession_number_experiment_metab,ena_accession_number_run_metag,ena_accession_number_run_metab,ena_accession_number_project,ena_accession_number_umbrella,biosamples_accession_number,source_mat_id
EMO BON PiEGetxo Ha 210729-211124 MF 05 1.2,EMOBON00699,DBN_AAFG,ERS29756361,NA,to_be_added,NA,to_be_added,PRJEB37754,PRJEB51688,SAMEA122216838,EMOBON_PiEGetxo_Ha_4
EMO BON PiEGetxo Ha 210729-211124 MF 01 1.2,EMOBON00700,DBN_AAFH,ERS29756362,NA,to_be_added,NA,to_be_added,PRJEB37754,PRJEB51688,SAMEA122216839,EMOBON_PiEGetxo_Ha_5
EMO BON PiEGetxo Ha 210729-211124 SF 1.2,EMOBON00701,DBN_AAFI,ERS29756363,NA,to_be_added,NA,to_be_added,PRJEB37754,PRJEB51688,SAMEA122216840,EMOBON_PiEGetxo_Ha_6
EMO BON PiEGetxo Ha 210729-211124 MF 0.5 2.1,EMOBON00702,DBN_AAFJ,ERS29756364,NA,to_be_added,NA,to_be_added,PRJEB37754,PRJEB51688,SAMEA122216841,EMOBON_PiEGetxo_Ha_7
EMO BON PiEGetxo Ha 210729-211124 MF 01 2.1,EMOBON00703,DBN_AAFK,ERS29756365,NA,to_be_added,NA,to_be_added,PRJEB37754,PRJEB51688,SAMEA122216842,EMOBON_PiEGetxo_Ha_8
EMO BON PiEGetxo Ha 210729-211124 SF 2.1,EMOBON00704,DBN_AAFL,ERS29756366,NA,to_be_added,NA,to_be_added,PRJEB37754,PRJEB51688,SAMEA122216843,EMOBON_PiEGetxo_Ha_9
EMO BON PiEGetxo Ha 210729-211124 MF 0.5 2.2,EMOBON00705,DBN_AAFM,ERS29756367,NA,to_be_added,NA,to_be_added,PRJEB37754,PRJEB51688,SAMEA122216844,EMOBON_PiEGetxo_Ha_10
EMO BON PiEGetxo Ha 210729-211124 MF 01 2.2 ,EMOBON00706,DBN_AAFN,ERS29756368,NA,to_be_added,NA,to_be_added,PRJEB37754,PRJEB51688,SAMEA122216845,EMOBON_PiEGetxo_Ha_11
EMO BON PiEGetxo Ha 210729-211124 SF 2.2,EMOBON00707,DBN_AAFO,ERS29756369,NA,to_be_added,NA,to_be_added,PRJEB37754,PRJEB51688,SAMEA122216846,EMOBON_PiEGetxo_Ha_12
ARMS6_Crete_1HERP_20200903_20210626 SF(1),EMOBON00713,DBN_AAFQ,ERS29756370,NA,to_be_added,NA,to_be_added,PRJEB33796,PRJEB51688,SAMEA122216847,EMOBON_HCMR-1_Ha_1
ARMS6_Crete_1HERP_20200903_20210626 MF 500um,EMOBON00715,DBN_AAFS,ERS29756371,NA,to_be_added,NA,to_be_added,PRJEB33796,PRJEB51688,SAMEA122216848,EMOBON_HCMR-1_Ha_3
ARMS6_Crete_1HERP_20200903_20210626 MF 90um,EMOBON00716,DBN_AAFT,ERS29756372,NA,to_be_added,NA,to_be_added,PRJEB33796,PRJEB51688,SAMEA122216849,EMOBON_HCMR-1_Ha_4
ARMS7_Crete_1HERP_20200903_20211012 SF(1) > 2mm,EMOBON00717,DBN_AAFU,ERS29756373,NA,to_be_added,NA,to_be_added,PRJEB33796,PRJEB51688,SAMEA122216850,EMOBON_HCMR-1_Ha_5
ARMS7_Crete_1HERP_20200903_20211012 MF 90um,EMOBON00720,DBN_AAFX,ERS29756374,NA,to_be_added,NA,to_be_added,PRJEB33796,PRJEB51688,SAMEA122216851,EMOBON_HCMR-1_Ha_8
ARMS_Crete_2UBPC_20201120_20220901 SF(1),EMOBON00721,DBN_AAFY,ERS29756375,NA,to_be_added,NA,to_be_added,PRJEB33796,PRJEB51688,SAMEA122216852,EMOBON_HCMR-1_Ha_9
ARMS_Crete_2UBPC_20201120_20220901 SF(2),EMOBON00722,DBN_AAFZ,ERS29756376,NA,to_be_added,NA,to_be_added,PRJEB33796,PRJEB51688,SAMEA122216853,EMOBON_HCMR-1_Ha_10
ARMS_Crete_2UBPC_20201120_20220901 MF 500um,EMOBON00723,DBN_AAGA,ERS29756377,NA,to_be_added,NA,to_be_added,PRJEB33796,PRJEB51688,SAMEA122216854,EMOBON_HCMR-1_Ha_11
ARMS_Crete_2UBPC_20201120_20220901 MF 90um,EMOBON00724,DBN_AAGB,ERS29756378,NA,to_be_added,NA,to_be_added,PRJEB33796,PRJEB51688,SAMEA122216855,EMOBON_HCMR-1_Ha_12
EMOBON_Koster_VH1_Ha_210608_220608_SF40_(1),EMOBON00725,DBN_AAGC,ERS29756379,NA,to_be_added,NA,to_be_added,PRJEB37740,PRJEB51688,SAMEA122216856,EMOBON_Koster_Ha_1
EMOBON_Koster_VH1_Ha_210608_220608_SF40_(2),EMOBON00726,DBN_AAGD,ERS29756380,NA,to_be_added,NA,to_be_added,PRJEB37740,PRJEB51688,SAMEA122216857,EMOBON_Koster_Ha_2
EMOBON_Koster_VH1_Ha_210608_220608_MF100_(1),EMOBON00727,DBN_AAGE,ERS29756381,NA,to_be_added,NA,to_be_added,PRJEB37740,PRJEB51688,SAMEA122216858,EMOBON_Koster_Ha_5
EMOBON_Koster_VH1_Ha_210608_220608_MF100_(2),EMOBON00728,DBN_AAGF,ERS29756382,NA,to_be_added,NA,to_be_added,PRJEB37740,PRJEB51688,SAMEA122216859,EMOBON_Koster_Ha_6
EMOBON_Koster_VH1_Ha_210608_220608_MF500_(2),EMOBON00730,DBN_AAGH,ERS29756383,NA,to_be_added,NA,to_be_added,PRJEB37740,PRJEB51688,SAMEA122216860,EMOBON_Koster_Ha_10
EMOBON_Koster_VH1_Ha_210608_220608_(blank),EMOBON00731,DBN_AAGI,ERS29756384,NA,to_be_added,NA,to_be_added,PRJEB37740,PRJEB51688,SAMEA122216861,EMOBON_Koster_Ha_13
EMOBON_Koster_VH3_Ha_210608_220609_SF40_(1),EMOBON00732,DBN_AAGJ,ERS29756385,NA,to_be_added,NA,to_be_added,PRJEB37740,PRJEB51688,SAMEA122216862,EMOBON_Koster_Ha_15
EMOBON_Koster_VH3_Ha_210608_220609_SF40_(2),EMOBON00733,DBN_AAGK,ERS29756386,NA,to_be_added,NA,to_be_added,PRJEB37740,PRJEB51688,SAMEA122216863,EMOBON_Koster_Ha_16
EMOBON_Koster_VH3_Ha_210608_220609_MF100_(1),EMOBON00734,DBN_AAGL,ERS29756387,NA,to_be_added,NA,to_be_added,PRJEB37740,PRJEB51688,SAMEA122216864,EMOBON_Koster_Ha_19
EMOBON_Koster_VH3_Ha_210608_220609_MF100_(2),EMOBON00735,DBN_AAGM,ERS29756388,NA,to_be_added,NA,to_be_added,PRJEB37740,PRJEB51688,SAMEA122216865,EMOBON_Koster_Ha_20
EMOBON_Koster_VH3_Ha_210608_220609_MF500_(1),EMOBON00736,DBN_AAGN,ERS29756389,NA,to_be_added,NA,to_be_added,PRJEB37740,PRJEB51688,SAMEA122216866,EMOBON_Koster_Ha_23
EMOBON_Koster_VH3_Ha_210608_220609_MF500_(2),EMOBON00737,DBN_AAGO,ERS29756390,NA,to_be_added,NA,to_be_added,PRJEB37740,PRJEB51688,SAMEA122216867,EMOBON_Koster_Ha_24
EMOBON_Koster_VH3_Ha_210608_220609_(blank),EMOBON00738,DBN_AAGP,ERS29756391,NA,to_be_added,NA,to_be_added,PRJEB37740,PRJEB51688,SAMEA122216868,EMOBON_Koster_Ha_27
ARMS_GALWAY_GURR1_210720-220906_SF40_A,EMOBON00739,DBN_AAGQ,ERS29756392,NA,to_be_added,NA,to_be_added,PRJEB72186,PRJEB51688,SAMEA122216869,EMOBON_Galway_Ha_1
ARMS_GALWAY_GURR1_210720-220906_MF100_A,EMOBON00740,DBN_AAGR,ERS29756393,NA,to_be_added,NA,to_be_added,PRJEB72186,PRJEB51688,SAMEA122216870,EMOBON_Galway_Ha_2
ARMS_GALWAY_GURR1_210720-220906_MF500_A,EMOBON00741,DBN_AAGS,ERS29756394,NA,to_be_added,NA,to_be_added,PRJEB72186,PRJEB51688,SAMEA122216871,EMOBON_Galway_Ha_3
ARMS_GALWAY_GURR2_210720-220907_SF40_A,EMOBON00742,DBN_AAGT,ERS29756395,NA,to_be_added,NA,to_be_added,PRJEB72186,PRJEB51688,SAMEA122216872,EMOBON_Galway_Ha_4
ARMS_GALWAY_GURR2_210720-220907_MF100_A,EMOBON00743,DBN_AAGU,ERS29756396,NA,to_be_added,NA,to_be_added,PRJEB72186,PRJEB51688,SAMEA122216873,EMOBON_Galway_Ha_5
ARMS_GALWAY_GURR2_210720-220907_MF500_A,EMOBON00744,DBN_AAGV,ERS29756397,NA,to_be_added,NA,to_be_added,PRJEB72186,PRJEB51688,SAMEA122216874,EMOBON_Galway_Ha_6
ARMS_GALWAY_GURR3_210720-220907_SF40_A,EMOBON00745,DBN_AAGW,ERS29756398,NA,to_be_added,NA,to_be_added,PRJEB72186,PRJEB51688,SAMEA122216875,EMOBON_Galway_Ha_7
ARMS_GALWAY_GURR3_210720-220907_MF100_A,EMOBON00746,DBN_AAGX,ERS29756399,NA,to_be_added,NA,to_be_added,PRJEB72186,PRJEB51688,SAMEA122216876,EMOBON_Galway_Ha_8
ARMS_GALWAY_GURR3_210720-220907_MF500_A,EMOBON00747,DBN_AAGY,ERS29756400,NA,to_be_added,NA,to_be_added,PRJEB72186,PRJEB51688,SAMEA122216877,EMOBON_Galway_Ha_9
ARMS_GALWAY_GURR3_210720-220907_MF500_A,EMOBON00747,DBN_AAGY,ERS29756401,NA,to_be_added,NA,to_be_added,PRJEB72186,PRJEB51688,SAMEA122216878,EMOBON_Galway_Ha_9
ARMS_Svalbard_S1A_200805_220729_MF100_DMSO_R1,EMOBON00748,DBN_AAGZ,ERS29756402,NA,to_be_added,NA,to_be_added,PRJEB48199,PRJEB51688,SAMEA122216879,EMOBON_Svalbard_Ha_29
ARMS_Svalbard_S1A_200805_220729_MF500_DMSO_R1,EMOBON00749,DBN_AAHA,ERS29756403,NA,to_be_added,NA,to_be_added,PRJEB48199,PRJEB51688,SAMEA122216880,EMOBON_Svalbard_Ha_30
ARMS_Svalbard_S1A_200805_220729_SF40_DMSO_R1,EMOBON00750,DBN_AAHB,ERS29756404,NA,to_be_added,NA,to_be_added,PRJEB48199,PRJEB51688,SAMEA122216881,EMOBON_Svalbard_Ha_31
ARMS_Svalbard_S1B_200806_220731_MF100_DMSO_R1,EMOBON00751,DBN_AAHC,ERS29756405,NA,to_be_added,NA,to_be_added,PRJEB48199,PRJEB51688,SAMEA122216882,EMOBON_Svalbard_Ha_32
ARMS_Svalbard_S1B_200806_220731_MF500_DMSO_R1,EMOBON00752,DBN_AAHD,ERS29756406,NA,to_be_added,NA,to_be_added,PRJEB48199,PRJEB51688,SAMEA122216883,EMOBON_Svalbard_Ha_33
ARMS_Svalbard_S1B_200806_220731_SF40_DMSO_R1,EMOBON00753,DBN_AAHE,ERS29756407,NA,to_be_added,NA,to_be_added,PRJEB48199,PRJEB51688,SAMEA122216884,EMOBON_Svalbard_Ha_34
ARMS_Svalbard_S1C_200806_220803_MF100_DMSO_R1,EMOBON00754,DBN_AAHF,ERS29756408,NA,to_be_added,NA,to_be_added,PRJEB48199,PRJEB51688,SAMEA122216885,EMOBON_Svalbard_Ha_35
ARMS_Svalbard_S1C_200806_220803_MF500_DMSO_R1,EMOBON00755,DBN_AAHG,ERS29756409,NA,to_be_added,NA,to_be_added,PRJEB48199,PRJEB51688,SAMEA122216886,EMOBON_Svalbard_Ha_36
ARMS_SouthCove_20190829_20220221_SF_R1,EMOBON00757,DBN_AAHI,ERS29756410,NA,to_be_added,NA,to_be_added,PRJEB37753,PRJEB51688,SAMEA122216887,EMOBON_BAS_Ha_1
ARMS_SouthCove_20190829_20220221_SF_R2,EMOBON00758,DBN_AAHJ,ERS29756411,NA,to_be_added,NA,to_be_added,PRJEB37753,PRJEB51688,SAMEA122216888,EMOBON_BAS_Ha_2
ARMS_SouthCove_20190829_20220221_SF_R2,EMOBON00758,DBN_AAHJ,ERS29756412,NA,to_be_added,NA,to_be_added,PRJEB37753,PRJEB51688,SAMEA122216889,EMOBON_BAS_Ha_2
ARMS_Cheshire_20191210_20220221_SF_R1,EMOBON00759,DBN_AAHK,ERS29756413,NA,to_be_added,NA,to_be_added,PRJEB37753,PRJEB51688,SAMEA122216890,EMOBON_BAS_Ha_3
ARMS_Cheshire_20191210_20220221_SF_R1,EMOBON00759,DBN_AAHK,ERS29756414,NA,to_be_added,NA,to_be_added,PRJEB37753,PRJEB51688,SAMEA122216891,EMOBON_BAS_Ha_3
ARMS_Cheshire_20191210_20220221_SF_R2,EMOBON00760,DBN_AAHL,ERS29756415,NA,to_be_added,NA,to_be_added,PRJEB37753,PRJEB51688,SAMEA122216892,EMOBON_BAS_Ha_4
LukaKP_A1_27.10.2021-28.02.2022_S_1mm_0.5mm,EMOBON00761,DBN_AAHM,ERS29756416,NA,to_be_added,NA,to_be_added,PRJEB37744,PRJEB51688,SAMEA122216893,EMOBON_Piran_Ha_1
LukaKP_A1_27.10.2021-28.02.2022_S_0.1mm_0.038mm,EMOBON00762,DBN_AAHN,ERS29756417,NA,to_be_added,NA,to_be_added,PRJEB37744,PRJEB51688,SAMEA122216894,EMOBON_Piran_Ha_2
LukaKP_A1_27.10.2021-28.02.2022_M,EMOBON00763,DBN_AAHO,ERS29756418,NA,to_be_added,NA,to_be_added,PRJEB37744,PRJEB51688,SAMEA122216895,EMOBON_Piran_Ha_3
LukaKP_A1_28.02.2022_20.06.2022_S_1mm,EMOBON00764,DBN_AAHP,ERS29756419,NA,to_be_added,NA,to_be_added,PRJEB37744,PRJEB51688,SAMEA122216896,EMOBON_Piran_Ha_4
LukaKP_A1_28.02.2022_20.06.2022_S_0.5mm_0.038mm,EMOBON00765,DBN_AAHQ,ERS29756420,NA,to_be_added,NA,to_be_added,PRJEB37744,PRJEB51688,SAMEA122216897,EMOBON_Piran_Ha_5
LukaKP_A1_28.02.2022_20.06.2022_M_1mm,EMOBON00766,DBN_AAHR,ERS29756421,NA,to_be_added,NA,to_be_added,PRJEB37744,PRJEB51688,SAMEA122216898,EMOBON_Piran_Ha_6
LukaKP_A1_28.02.2022_20.06.2022_M_0.5mm_0.038mm,EMOBON00767,DBN_AAHS,ERS29756422,NA,to_be_added,NA,to_be_added,PRJEB37744,PRJEB51688,SAMEA122216899,EMOBON_Piran_Ha_7
BojaVida_A1_28.07.2021-16.08.2022_S_1mm,EMOBON00768,DBN_AAHT,ERS29756423,NA,to_be_added,NA,to_be_added,PRJEB37744,PRJEB51688,SAMEA122216900,EMOBON_Piran_Ha_8
BojaVida_A1_28.07.2021-16.08.2022_M_1mm,EMOBON00771,DBN_AAHW,ERS29756424,NA,to_be_added,NA,to_be_added,PRJEB37744,PRJEB51688,SAMEA122216901,EMOBON_Piran_Ha_11
BojaVida_A1_28.07.2021-16.08.2022_M_1mm,EMOBON00771,DBN_AAHW,ERS29756425,NA,to_be_added,NA,to_be_added,PRJEB37744,PRJEB51688,SAMEA122216902,EMOBON_Piran_Ha_11
BojaVida_A1_28.07.2021-16.08.2022_M_0.5mm_0.038mm,EMOBON00772,DBN_AAHX,ERS29756426,NA,to_be_added,NA,to_be_added,PRJEB37744,PRJEB51688,SAMEA122216903,EMOBON_Piran_Ha_12
LukaKP_A1_20.06.2022-10.10.2022_S_1mm,EMOBON00773,DBN_AAHY,ERS29756427,NA,to_be_added,NA,to_be_added,PRJEB37744,PRJEB51688,SAMEA122216904,EMOBON_Piran_Ha_13
LukaKP_A1_20.06.2022-10.10.2022_S_0.5mm_0.038mm,EMOBON00774,DBN_AAHZ,ERS29756428,NA,to_be_added,NA,to_be_added,PRJEB37744,PRJEB51688,SAMEA122216905,EMOBON_Piran_Ha_14
LukaKP_A1_20.06.2022-10.10.2022_M_1mm,EMOBON00775,DBN_AAIA,ERS29756429,NA,to_be_added,NA,to_be_added,PRJEB37744,PRJEB51688,SAMEA122216906,EMOBON_Piran_Ha_15
LukaKP_A1_20.06.2022-10.10.2022_M_0.5mm_0.038mm,EMOBON00776,DBN_AAIB,ERS29756430,NA,to_be_added,NA,to_be_added,PRJEB37744,PRJEB51688,SAMEA122216907,EMOBON_Piran_Ha_16
LukaKP_And1_20.06.2022-10.10.2022_S_1mm,EMOBON00777,DBN_AAIC,ERS29756431,NA,to_be_added,NA,to_be_added,PRJEB37744,PRJEB51688,SAMEA122216908,EMOBON_Piran_Ha_17
LukaKP_And1_20.06.2022-10.10.2022_S_0.5mm,EMOBON00778,DBN_AAID,ERS29756432,NA,to_be_added,NA,to_be_added,PRJEB37744,PRJEB51688,SAMEA122216909,EMOBON_Piran_Ha_18
LukaKP_And1_20.06.2022-10.10.2022_S_0.038mm,EMOBON00779,DBN_AAIE,ERS29756433,NA,to_be_added,NA,to_be_added,PRJEB37744,PRJEB51688,SAMEA122216910,EMOBON_Piran_Ha_19
LukaKP_And1_20.06.2022-10.10.2022_M_1mm,EMOBON00780,DBN_AAIF,ERS29756434,NA,to_be_added,NA,to_be_added,PRJEB37744,PRJEB51688,SAMEA122216911,EMOBON_Piran_Ha_20
LukaKP_And1_20.06.2022-10.10.2022_M_0.5mm_0.038mm,EMOBON00781,DBN_AAIG,ERS29756435,NA,to_be_added,NA,to_be_added,PRJEB37744,PRJEB51688,SAMEA122216912,EMOBON_Piran_Ha_21
ARMS_Gdynia_GDY_20200610_20211222_MF500_DMSO,EMOBON00782,DBN_AAIH,ERS29756436,NA,to_be_added,NA,to_be_added,PRJEB37755,PRJEB51688,SAMEA122216913,EMOBON_Gdynia_Ha_1
ARMS_Gdynia_GDY_20200610_20211222_MF500_DMSO,EMOBON00782,DBN_AAIH,ERS29756437,NA,to_be_added,NA,to_be_added,PRJEB37755,PRJEB51688,SAMEA122216914,EMOBON_Gdynia_Ha_1
ARMS_Gdynia_GDY_20200610_20211222_MF100_DMSO,EMOBON00783,DBN_AAII,ERS29756438,NA,to_be_added,NA,to_be_added,PRJEB37755,PRJEB51688,SAMEA122216915,EMOBON_Gdynia_Ha_2
ARMS_Gdynia_GDY_20200610_20211222_SF40_DMSO,EMOBON00784,DBN_AAIJ,ERS29756439,NA,to_be_added,NA,to_be_added,PRJEB37755,PRJEB51688,SAMEA122216916,EMOBON_Gdynia_Ha_3
ARMS_Gdynia_GDY_20200610_20211222_SF40_DMSO,EMOBON00784,DBN_AAIJ,ERS29756440,NA,to_be_added,NA,to_be_added,PRJEB37755,PRJEB51688,SAMEA122216917,EMOBON_Gdynia_Ha_3
ARMS_Gdynia_GDY_20200610_20211222_SF40_DMSO_A,EMOBON00785,DBN_AAIK,ERS29756441,NA,to_be_added,NA,to_be_added,PRJEB37755,PRJEB51688,SAMEA122216918,EMOBON_Gdynia_Ha_4
ARMS_Gdynia_GDY_20200610_20211222_SF40_DMSO_A,EMOBON00785,DBN_AAIK,ERS29756442,NA,to_be_added,NA,to_be_added,PRJEB37755,PRJEB51688,SAMEA122216919,EMOBON_Gdynia_Ha_4
ARMS_TZS_SPIK_210607-211122_PSF40_DMSO_A,EMOBON00786,DBN_AAIL,ERS29756443,NA,to_be_added,NA,to_be_added,PRJEB37756,PRJEB51688,SAMEA122216920,EMOBON_TZS_Ha_1
ARMS_TZS_SPIK_210607-211122_PSF40_DMSO_B,EMOBON00787,DBN_AAIM,ERS29756444,NA,to_be_added,NA,to_be_added,PRJEB37756,PRJEB51688,SAMEA122216921,EMOBON_TZS_Ha_2
ARMS_TZS_SPIK_210607-211122_MF500_DMSO,EMOBON00788,DBN_AAIN,ERS29756445,NA,to_be_added,NA,to_be_added,PRJEB37756,PRJEB51688,SAMEA122216922,EMOBON_TZS_Ha_3
ARMS_TZS_SPIK_210607-211122_MF100_DMSO,EMOBON00789,DBN_AAIO,ERS29756446,NA,to_be_added,NA,to_be_added,PRJEB37756,PRJEB51688,SAMEA122216923,EMOBON_TZS_Ha_4
ARMS_TZS_KUMM_210608-211122_PSF_DMSO,EMOBON00790,DBN_AAIP,ERS29756447,NA,to_be_added,NA,to_be_added,PRJEB37756,PRJEB51688,SAMEA122216924,EMOBON_TZS_Ha_5
ARMS_TZS_KUMM_210608-211122_MF100_DMSO,EMOBON00791,DBN_AAIQ,ERS29756448,NA,to_be_added,NA,to_be_added,PRJEB37756,PRJEB51688,SAMEA122216925,EMOBON_TZS_Ha_6
ARMS_TZS_KUMM_210608-211122_MF500_DMSO,EMOBON00792,DBN_AAIR,ERS29756449,NA,to_be_added,NA,to_be_added,PRJEB37756,PRJEB51688,SAMEA122216926,EMOBON_TZS_Ha_7
ARMS_TZS_ANG_210608-211124_PSF40_DMSO_A,EMOBON00793,DBN_AAIS,ERS29756450,NA,to_be_added,NA,to_be_added,PRJEB37756,PRJEB51688,SAMEA122216927,EMOBON_TZS_Ha_8
ARMS_TZS_ANG_210608-211124_PSF40_DMSO_B,EMOBON00794,DBN_AAIT,ERS29756451,NA,to_be_added,NA,to_be_added,PRJEB37756,PRJEB51688,SAMEA122216928,EMOBON_TZS_Ha_9
ARMS_TZS_ANG_210608-211124_MF100_DMSO_A,EMOBON00796,DBN_AAIU,ERS29756452,NA,to_be_added,NA,to_be_added,PRJEB37756,PRJEB51688,SAMEA122216929,EMOBON_TZS_Ha_11
ARMS_TZS_ANG_210608-211124_MF100_DMSO_B,EMOBON00797,DBN_AAIV,ERS29756453,NA,to_be_added,NA,to_be_added,PRJEB37756,PRJEB51688,SAMEA122216930,EMOBON_TZS_Ha_12
ARMS_TZS_ANG_210608-211124_MF500_DMSO_A,EMOBON00798,DBN_AAIW,ERS29756454,NA,to_be_added,NA,to_be_added,PRJEB37756,PRJEB51688,SAMEA122216931,EMOBON_TZS_Ha_13
ARMS_TZS_ANG_210608-211124_MF500_DMSO_B,EMOBON00799,DBN_AAIX,ERS29756455,NA,to_be_added,NA,to_be_added,PRJEB37756,PRJEB51688,SAMEA122216932,EMOBON_TZS_Ha_14
ARMS_TZS_KUMM_210609_220622_SF40_ETOH_A,EMOBON00800,DBN_AAIY,ERS29756456,NA,to_be_added,NA,to_be_added,PRJEB37756,PRJEB51688,SAMEA122216933,EMOBON_TZS_Ha_15
ARMS_TZS_KUMM_210609_220622_MF100_ETOH,EMOBON00801,DBN_AAIZ,ERS29756457,NA,to_be_added,NA,to_be_added,PRJEB37756,PRJEB51688,SAMEA122216934,EMOBON_TZS_Ha_16
ARMS_TZS_KUMM_210609_220622_MF500_ETOH,EMOBON00802,DBN_AAJA,ERS29756458,NA,to_be_added,NA,to_be_added,PRJEB37756,PRJEB51688,SAMEA122216935,EMOBON_TZS_Ha_17
ARMS_TZS_ANG_210609_300622_SF40_ETOH_A,EMOBON00803,DBN_AAJB,ERS29756459,NA,to_be_added,NA,to_be_added,PRJEB37756,PRJEB51688,SAMEA122216936,EMOBON_TZS_Ha_18
ARMS_TZS_ANG_210609_300622_SF40_ETOH_B,EMOBON00804,DBN_AAJC,ERS29756460,NA,to_be_added,NA,to_be_added,PRJEB37756,PRJEB51688,SAMEA122216937,EMOBON_TZS_Ha_19
ARMS_TZS_ANG_210609_300622_MF100_ETOH_A,EMOBON00805,DBN_AAJD,ERS29756461,NA,to_be_added,NA,to_be_added,PRJEB37756,PRJEB51688,SAMEA122216938,EMOBON_TZS_Ha_20
ARMS_TZS_ANG_210609_300622_MF100_ETOH_B,EMOBON00806,DBN_AAJE,ERS29756462,NA,to_be_added,NA,to_be_added,PRJEB37756,PRJEB51688,SAMEA122216939,EMOBON_TZS_Ha_21
ARMS_Laesoe1_210819-220815_MF100_A,EMOBON00808,DBN_AAJG,ERS29756463,NA,to_be_added,NA,to_be_added,PRJEB37741,PRJEB51688,SAMEA122216940,EMOBON_Denmark_Ha_1
ARMS_Laesoe1_210819-220815_MF500_A,EMOBON00809,DBN_AAJH,ERS29756464,NA,to_be_added,NA,to_be_added,PRJEB37741,PRJEB51688,SAMEA122216941,EMOBON_Denmark_Ha_2
ARMS_Laesoe1_210819-220815_SF40_A,EMOBON00810,DBN_AAJI,ERS29756465,NA,to_be_added,NA,to_be_added,PRJEB37741,PRJEB51688,SAMEA122216942,EMOBON_Denmark_Ha_3
ARMS_Laesoe2_210819-220815_MF100_A,EMOBON00811,DBN_AAJJ,ERS29756466,NA,to_be_added,NA,to_be_added,PRJEB37741,PRJEB51688,SAMEA122216943,EMOBON_Denmark_Ha_4
ARMS_Laesoe2_210819-220815_MF500_A,EMOBON00812,DBN_AAJK,ERS29756467,NA,to_be_added,NA,to_be_added,PRJEB37741,PRJEB51688,SAMEA122216944,EMOBON_Denmark_Ha_5
ARMS_Laesoe2_210819-220815_SF40_A,EMOBON00813,DBN_AAJL,ERS29756468,NA,to_be_added,NA,to_be_added,PRJEB37741,PRJEB51688,SAMEA122216945,EMOBON_Denmark_Ha_6
ARMS_Bodo_GStraM_MF125,EMOBON00815,DBN_AAJN,ERS29756469,NA,to_be_added,NA,to_be_added,PRJEB48199,PRJEB51688,SAMEA122216946,EMOBON_Bodo_Ha_5
ARMS_Bodo_GStraM_MF500,EMOBON00816,DBN_AAJO,ERS29756470,NA,to_be_added,NA,to_be_added,PRJEB48199,PRJEB51688,SAMEA122216947,EMOBON_Bodo_Ha_6
ARMS_Bodo_GStraB_MF125,EMOBON00818,DBN_AAJQ,ERS29756471,NA,to_be_added,NA,to_be_added,PRJEB48199,PRJEB51688,SAMEA122216948,EMOBON_Bodo_Ha_2
ARMS_Bodo_GStraB_MF500,EMOBON00819,DBN_AAJR,ERS29756472,NA,to_be_added,NA,to_be_added,PRJEB48199,PRJEB51688,SAMEA122216949,EMOBON_Bodo_Ha_3
NR_1 - 29/12/21_SF_rep1,EMOBON00561,DBN_AAAI,ERS29756474,NA,to_be_added,NA,to_be_added,PRJEB48198,PRJEB51688,SAMEA122216951,EMOBON_IUIEilat_Ha_1
NR_1 - 29/12/21_SF_rep2,EMOBON00562,DBN_AAAJ,ERS29756475,NA,to_be_added,NA,to_be_added,PRJEB48198,PRJEB51688,SAMEA122216952,EMOBON_IUIEilat_Ha_2
NR_1 - 29/12/21_SF_rep2,EMOBON00562,DBN_AAAJ,ERS29756476,NA,to_be_added,NA,to_be_added,PRJEB48198,PRJEB51688,SAMEA122216953,EMOBON_IUIEilat_Ha_2
NR_1 - 29/12/21_MF100_rep1,EMOBON00563,DBN_AAAK,ERS29756477,NA,to_be_added,NA,to_be_added,PRJEB48198,PRJEB51688,SAMEA122216954,EMOBON_IUIEilat_Ha_3
NR_1 - 29/12/21_MF100_rep2,EMOBON00564,DBN_AAAL,ERS29756478,NA,to_be_added,NA,to_be_added,PRJEB48198,PRJEB51688,SAMEA122216955,EMOBON_IUIEilat_Ha_4
NR_1 - 29/12/21_MF500_rep1,EMOBON00565,DBN_AAAM,ERS29756479,NA,to_be_added,NA,to_be_added,PRJEB48198,PRJEB51688,SAMEA122216956,EMOBON_IUIEilat_Ha_5
NR_1 - 29/12/21_MF500_rep2,EMOBON00566,DBN_AAAN,ERS29756480,NA,to_be_added,NA,to_be_added,PRJEB48198,PRJEB51688,SAMEA122216957,EMOBON_IUIEilat_Ha_6
NR_2 - 03/01/22_SF_rep1,EMOBON00567,DBN_AAAO,ERS29756481,NA,to_be_added,NA,to_be_added,PRJEB48198,PRJEB51688,SAMEA122216958,EMOBON_IUIEilat_Ha_7
NR_2 - 03/01/22_SF_rep2,EMOBON00568,DBN_AAAP,ERS29756482,NA,to_be_added,NA,to_be_added,PRJEB48198,PRJEB51688,SAMEA122216959,EMOBON_IUIEilat_Ha_8
NR_2 - 03/01/22_MF100_rep1,EMOBON00569,DBN_AAAQ,ERS29756483,NA,to_be_added,NA,to_be_added,PRJEB48198,PRJEB51688,SAMEA122216960,EMOBON_IUIEilat_Ha_9
