old_source_mat_id,ref_code,ref_code_seq,ena_accession_number_sample,ena_accession_number_experiment_metag,ena_accession_number_experiment_metab,ena_accession_number_run_metag,ena_accession_number_run_metab,ena_accession_number_project,ena_accession_number_umbrella,biosamples_accession_number,source_mat_id
NR_3 - 05/01/22_SF_rep2,EMOBON00574,DBN_AAAV,ERS29756251,NA,to_be_added,NA,to_be_added,PRJEB48198,PRJEB51688,SAMEA122216728,EMOBON_IUIEilat_Ha_14
NR_3 - 05/01/22_MF100_rep1,EMOBON00575,DBN_AAAW,ERS29756252,NA,to_be_added,NA,to_be_added,PRJEB48198,PRJEB51688,SAMEA122216729,EMOBON_IUIEilat_Ha_15
NR_3 - 05/01/22_MF100_rep2,EMOBON00576,DBN_AAAX,ERS29756253,NA,to_be_added,NA,to_be_added,PRJEB48198,PRJEB51688,SAMEA122216730,EMOBON_IUIEilat_Ha_16
NR_3 - 05/01/22_MF500_rep1,EMOBON00577,DBN_AAAY,ERS29756254,NA,to_be_added,NA,to_be_added,PRJEB48198,PRJEB51688,SAMEA122216731,EMOBON_IUIEilat_Ha_17
NR_3 - 05/01/22_MF500_rep2,EMOBON00578,DBN_AAAZ,ERS29756255,NA,to_be_added,NA,to_be_added,PRJEB48198,PRJEB51688,SAMEA122216732,EMOBON_IUIEilat_Ha_18
Katza_1- 13/03/22_SF_rep1,EMOBON00579,DBN_AABA,ERS29756256,NA,to_be_added,NA,to_be_added,PRJEB48198,PRJEB51688,SAMEA122216733,EMOBON_IUIEilat_Ha_19
Katza_1- 13/03/22_SF_rep2,EMOBON00580,DBN_AABB,ERS29756257,NA,to_be_added,NA,to_be_added,PRJEB48198,PRJEB51688,SAMEA122216734,EMOBON_IUIEilat_Ha_20
Katza_1- 13/03/22_MF100_rep1,EMOBON00581,DBN_AABC,ERS29756258,NA,to_be_added,NA,to_be_added,PRJEB48198,PRJEB51688,SAMEA122216735,EMOBON_IUIEilat_Ha_21
Katza_1- 13/03/22_MF100_rep2,EMOBON00582,DBN_AABD,ERS29756259,NA,to_be_added,NA,to_be_added,PRJEB48198,PRJEB51688,SAMEA122216736,EMOBON_IUIEilat_Ha_22
Katza_1- 13/03/22_MF500_rep1,EMOBON00583,DBN_AABE,ERS29756260,NA,to_be_added,NA,to_be_added,PRJEB48198,PRJEB51688,SAMEA122216737,EMOBON_IUIEilat_Ha_23
Katza_1- 13/03/22_MF500_rep2,EMOBON00584,DBN_AABF,ERS29756261,NA,to_be_added,NA,to_be_added,PRJEB48198,PRJEB51688,SAMEA122216738,EMOBON_IUIEilat_Ha_24
Katza_1- 13/03/22_MF500_rep2,EMOBON00584,DBN_AABF,ERS29756262,NA,to_be_added,NA,to_be_added,PRJEB48198,PRJEB51688,SAMEA122216739,EMOBON_IUIEilat_Ha_24
Katza_2- 22/03/22_SF_rep1,EMOBON00585,DBN_AABG,ERS29756263,NA,to_be_added,NA,to_be_added,PRJEB48198,PRJEB51688,SAMEA122216740,EMOBON_IUIEilat_Ha_25
Katza_2- 22/03/22_SF_rep2,EMOBON00586,DBN_AABH,ERS29756264,NA,to_be_added,NA,to_be_added,PRJEB48198,PRJEB51688,SAMEA122216741,EMOBON_IUIEilat_Ha_26
Katza_2- 22/03/22_SF_rep2,EMOBON00586,DBN_AABH,ERS29756265,NA,to_be_added,NA,to_be_added,PRJEB48198,PRJEB51688,SAMEA122216742,EMOBON_IUIEilat_Ha_26
Katza_2- 22/03/22_MF100_rep2,EMOBON00588,DBN_AABJ,ERS29756266,NA,to_be_added,NA,to_be_added,PRJEB48198,PRJEB51688,SAMEA122216743,EMOBON_IUIEilat_Ha_28
Katza_3- 25/03/22_SF_rep1,EMOBON00591,DBN_AABM,ERS29756267,NA,to_be_added,NA,to_be_added,PRJEB48198,PRJEB51688,SAMEA122216744,EMOBON_IUIEilat_Ha_31
Katza_3- 25/03/22_SF_rep2,EMOBON00592,DBN_AABN,ERS29756268,NA,to_be_added,NA,to_be_added,PRJEB48198,PRJEB51688,SAMEA122216745,EMOBON_IUIEilat_Ha_32
Katza_3- 25/03/22_MF100_rep2,EMOBON00594,DBN_AABP,ERS29756269,NA,to_be_added,NA,to_be_added,PRJEB48198,PRJEB51688,SAMEA122216746,EMOBON_IUIEilat_Ha_34
Katza_3- 25/03/22_MF500_rep1,EMOBON00595,DBN_AABQ,ERS29756270,NA,to_be_added,NA,to_be_added,PRJEB48198,PRJEB51688,SAMEA122216747,EMOBON_IUIEilat_Ha_35
EMO BON CPOWERB HA 20210623 20220622 SF40 (3),EMOBON00602,DBN_AABU,ERS29756271,NA,to_be_added,NA,to_be_added,PRJEB37757,PRJEB51688,SAMEA122216748,EMOBON_BPNS_Ha_10
EMO BON CPOWERC HA 20210623 20220622 SF40 (1),EMOBON00603,DBN_AABV,ERS29756272,NA,to_be_added,NA,to_be_added,PRJEB37757,PRJEB51688,SAMEA122216749,EMOBON_BPNS_Ha_11
EMO BON CPOWERC HA 20210623 20220622 SF40 (3),EMOBON00605,DBN_AABX,ERS29756273,NA,to_be_added,NA,to_be_added,PRJEB37757,PRJEB51688,SAMEA122216750,EMOBON_BPNS_Ha_17
EMO BON CPOWERC HA 20210623 20220622 SF40 (3),EMOBON00605,DBN_AABX,ERS29756274,NA,to_be_added,NA,to_be_added,PRJEB37757,PRJEB51688,SAMEA122216751,EMOBON_BPNS_Ha_17
EMO BON CPOWERB HA 20210623 20220622 MF500 (1),EMOBON00606,DBN_AABY,ERS29756275,NA,to_be_added,NA,to_be_added,PRJEB37757,PRJEB51688,SAMEA122216752,EMOBON_BPNS_Ha_12
EMO BON CPOWERB HA 20210623 20220622 MF100 (1),EMOBON00608,DBN_AACA,ERS29756276,NA,to_be_added,NA,to_be_added,PRJEB37757,PRJEB51688,SAMEA122216753,EMOBON_BPNS_Ha_14
EMO BON CPOWERB HA 20210623 20220622 MF100 (1),EMOBON00608,DBN_AACA,ERS29756277,NA,to_be_added,NA,to_be_added,PRJEB37757,PRJEB51688,SAMEA122216754,EMOBON_BPNS_Ha_14
EMO BON CPOWERB HA 20210623 20220622 MF100 (2),EMOBON00609,DBN_AACB,ERS29756278,NA,to_be_added,NA,to_be_added,PRJEB37757,PRJEB51688,SAMEA122216755,EMOBON_BPNS_Ha_15
EMO BON CPOWERC HA 20210623 20220622 MF500 (1),EMOBON00610,DBN_AACC,ERS29756279,NA,to_be_added,NA,to_be_added,PRJEB37757,PRJEB51688,SAMEA122216756,EMOBON_BPNS_Ha_18
EMO BON CPOWERC HA 20210623 20220622 MF500 (2),EMOBON00611,DBN_AACD,ERS29756280,NA,to_be_added,NA,to_be_added,PRJEB37757,PRJEB51688,SAMEA122216757,EMOBON_BPNS_Ha_19
EMO BON CPOWERC HA 20210623 20220622 MF100 (1),EMOBON00612,DBN_AACE,ERS29756281,NA,to_be_added,NA,to_be_added,PRJEB37757,PRJEB51688,SAMEA122216758,EMOBON_BPNS_Ha_20
EMO BON Toralla JTA ARMS 210701 211009 SF (1),EMOBON00618,DBN_AACG,ERS29756282,NA,to_be_added,NA,to_be_added,PRJEB37754,PRJEB51688,SAMEA122216759,EMOBON_EMT21_Ha_1
EMO BON Toralla JTA ARMS 210701 211009 SF (2),EMOBON00619,DBN_AACH,ERS29756283,NA,to_be_added,NA,to_be_added,PRJEB37754,PRJEB51688,SAMEA122216760,EMOBON_EMT21_Ha_2
EMO BON Toralla JTA ARMS 210701 211009 SF (3),EMOBON00620,DBN_AACI,ERS29756284,NA,to_be_added,NA,to_be_added,PRJEB37754,PRJEB51688,SAMEA122216761,EMOBON_EMT21_Ha_3
EMO BON Toralla JTB ARMS 210701 211009 SF (1),EMOBON00621,DBN_AACJ,ERS29756285,NA,to_be_added,NA,to_be_added,PRJEB37754,PRJEB51688,SAMEA122216762,EMOBON_EMT21_Ha_4
EMO BON Toralla JTB ARMS 210701 211009 SF (2),EMOBON00622,DBN_AACK,ERS29756286,NA,to_be_added,NA,to_be_added,PRJEB37754,PRJEB51688,SAMEA122216763,EMOBON_EMT21_Ha_5
EMO BON Toralla JTC ARMS 210701 211009 SF (1),EMOBON00623,DBN_AACL,ERS29756287,NA,to_be_added,NA,to_be_added,PRJEB37754,PRJEB51688,SAMEA122216764,EMOBON_EMT21_Ha_6
EMO BON Toralla JTC ARMS 210701 211009 SF (1),EMOBON00623,DBN_AACL,ERS29756288,NA,to_be_added,NA,to_be_added,PRJEB37754,PRJEB51688,SAMEA122216765,EMOBON_EMT21_Ha_6
EMO BON Toralla JTC ARMS 210701 211009 SF (2),EMOBON00624,DBN_AACM,ERS29756289,NA,to_be_added,NA,to_be_added,PRJEB37754,PRJEB51688,SAMEA122216766,EMOBON_EMT21_Ha_7
EMO BON Toralla JTC ARMS 210701 211009 SF (2),EMOBON00624,DBN_AACM,ERS29756290,NA,to_be_added,NA,to_be_added,PRJEB37754,PRJEB51688,SAMEA122216767,EMOBON_EMT21_Ha_7
EMO BON Toralla JTA ARMS 210701 211009 MF500 (1),EMOBON00625,DBN_AACN,ERS29756291,NA,to_be_added,NA,to_be_added,PRJEB37754,PRJEB51688,SAMEA122216768,EMOBON_EMT21_Ha_8
EMO BON Toralla JTA ARMS 210701 211009 MF100 (1),EMOBON00626,DBN_AACO,ERS29756292,NA,to_be_added,NA,to_be_added,PRJEB37754,PRJEB51688,SAMEA122216769,EMOBON_EMT21_Ha_9
EMO BON Toralla JTB ARMS 210701 211009 MF500 (1),EMOBON00627,DBN_AACP,ERS29756293,NA,to_be_added,NA,to_be_added,PRJEB37754,PRJEB51688,SAMEA122216770,EMOBON_EMT21_Ha_10
EMO BON Toralla JTB ARMS 210701 211009 MF100 (1),EMOBON00628,DBN_AACQ,ERS29756294,NA,to_be_added,NA,to_be_added,PRJEB37754,PRJEB51688,SAMEA122216771,EMOBON_EMT21_Ha_11
EMO BON Toralla JTC ARMS 210701 211009 MF500 (1),EMOBON00629,DBN_AACR,ERS29756295,NA,to_be_added,NA,to_be_added,PRJEB37754,PRJEB51688,SAMEA122216772,EMOBON_EMT21_Ha_12
EMO BON Toralla JTC ARMS 210701 211009 MF100 (1),EMOBON00630,DBN_AACS,ERS29756296,NA,to_be_added,NA,to_be_added,PRJEB37754,PRJEB51688,SAMEA122216773,EMOBON_EMT21_Ha_13
ARMS_VEN1_20210623-20220713_SF40_A,EMOBON00631,DBN_AACT,ERS29756297,NA,to_be_added,NA,to_be_added,PRJEB72187,PRJEB51688,SAMEA122216774,EMOBON_Italy_Ha_1
ARMS_VEN1_20210623-20220713_MF100_A,EMOBON00632,DBN_AACU,ERS29756298,NA,to_be_added,NA,to_be_added,PRJEB72187,PRJEB51688,SAMEA122216775,EMOBON_Italy_Ha_2
ARMS_VEN1_20210623-20220713_MF500_A,EMOBON00633,DBN_AACV,ERS29756299,NA,to_be_added,NA,to_be_added,PRJEB72187,PRJEB51688,SAMEA122216776,EMOBON_Italy_Ha_3
ARMS_VEN2_20210623-20220713_MF500_A,EMOBON00636,DBN_AACY,ERS29756300,NA,to_be_added,NA,to_be_added,PRJEB72187,PRJEB51688,SAMEA122216777,EMOBON_Italy_Ha_6
ARMS_VEN3_20210623-20220713_SF40_A,EMOBON00637,DBN_AACZ,ERS29756301,NA,to_be_added,NA,to_be_added,PRJEB72187,PRJEB51688,SAMEA122216778,EMOBON_Italy_Ha_7
ARMS_VEN3_20210623-20220713_MF100_A,EMOBON00638,DBN_AADA,ERS29756302,NA,to_be_added,NA,to_be_added,PRJEB72187,PRJEB51688,SAMEA122216779,EMOBON_Italy_Ha_8
ARMS_VEN3_20210623-20220713_MF500_A,EMOBON00639,DBN_AADB,ERS29756303,NA,to_be_added,NA,to_be_added,PRJEB72187,PRJEB51688,SAMEA122216780,EMOBON_Italy_Ha_9
ARMS_RAVH1_20220428-20220718_SF40_A,EMOBON00640,DBN_AADC,ERS29756304,NA,to_be_added,NA,to_be_added,PRJEB72187,PRJEB51688,SAMEA122216781,EMOBON_Italy_Ha_10
ARMS_RAVH1_20220428-20220718_MF100_A,EMOBON00641,DBN_AADD,ERS29756305,NA,to_be_added,NA,to_be_added,PRJEB72187,PRJEB51688,SAMEA122216782,EMOBON_Italy_Ha_11
ARMS_RAVH1_20220428-20220718_MF500_A,EMOBON00642,DBN_AADE,ERS29756306,NA,to_be_added,NA,to_be_added,PRJEB72187,PRJEB51688,SAMEA122216783,EMOBON_Italy_Ha_12
ARMS_RAVH2_20220428-20220718_SF40_A,EMOBON00643,DBN_AADF,ERS29756307,NA,to_be_added,NA,to_be_added,PRJEB72187,PRJEB51688,SAMEA122216784,EMOBON_Italy_Ha_13
ARMS_RAVH2_20220428-20220718_MF100_A,EMOBON00644,DBN_AADG,ERS29756308,NA,to_be_added,NA,to_be_added,PRJEB72187,PRJEB51688,SAMEA122216785,EMOBON_Italy_Ha_14
ARMS_RAVH2_20220428-20220718_MF500_A,EMOBON00645,DBN_AADH,ERS29756309,NA,to_be_added,NA,to_be_added,PRJEB72187,PRJEB51688,SAMEA122216786,EMOBON_Italy_Ha_15
ARMS_RAVH3_20220428-20220718_SF40_A,EMOBON00646,DBN_AADI,ERS29756310,NA,to_be_added,NA,to_be_added,PRJEB72187,PRJEB51688,SAMEA122216787,EMOBON_Italy_Ha_16
ARMS_RAVH3_20220428-20220718_MF100_A,EMOBON00647,DBN_AADJ,ERS29756311,NA,to_be_added,NA,to_be_added,PRJEB72187,PRJEB51688,SAMEA122216788,EMOBON_Italy_Ha_17
ARMS_RAVH3_20220428-20220718_MF500_A,EMOBON00648,DBN_AADK,ERS29756312,NA,to_be_added,NA,to_be_added,PRJEB72187,PRJEB51688,SAMEA122216789,EMOBON_Italy_Ha_18
ARMS_RAVM1_20220428-20220718_SF40_A,EMOBON00649,DBN_AADL,ERS29756313,NA,to_be_added,NA,to_be_added,PRJEB72187,PRJEB51688,SAMEA122216790,EMOBON_Italy_Ha_19
ARMS_RAVM1_20220428-20220718_MF100_A,EMOBON00650,DBN_AADM,ERS29756314,NA,to_be_added,NA,to_be_added,PRJEB72187,PRJEB51688,SAMEA122216791,EMOBON_Italy_Ha_20
ARMS_RAVM1_20220428-20220718_MF500_A,EMOBON00651,DBN_AADN,ERS29756315,NA,to_be_added,NA,to_be_added,PRJEB72187,PRJEB51688,SAMEA122216792,EMOBON_Italy_Ha_21
ARMS_RAVM2_20220428-20220718_SF40_A,EMOBON00652,DBN_AADO,ERS29756316,NA,to_be_added,NA,to_be_added,PRJEB72187,PRJEB51688,SAMEA122216793,EMOBON_Italy_Ha_22
ARMS_RAVM2_20220428-20220718_MF100_A,EMOBON00653,DBN_AADP,ERS29756317,NA,to_be_added,NA,to_be_added,PRJEB72187,PRJEB51688,SAMEA122216794,EMOBON_Italy_Ha_23
ARMS_RAVM2_20220428-20220718_MF500_A,EMOBON00654,DBN_AADQ,ERS29756318,NA,to_be_added,NA,to_be_added,PRJEB72187,PRJEB51688,SAMEA122216795,EMOBON_Italy_Ha_24
ARMS_RAVM3_20220428-20220718_SF40_A,EMOBON00655,DBN_AADR,ERS29756319,NA,to_be_added,NA,to_be_added,PRJEB72187,PRJEB51688,SAMEA122216796,EMOBON_Italy_Ha_25
ARMS_RAVM3_20220428-20220718_MF100_A,EMOBON00656,DBN_AADS,ERS29756320,NA,to_be_added,NA,to_be_added,PRJEB72187,PRJEB51688,SAMEA122216797,EMOBON_Italy_Ha_26
ARMS_RAVM3_20220428-20220718_MF500_A,EMOBON00657,DBN_AADT,ERS29756321,NA,to_be_added,NA,to_be_added,PRJEB72187,PRJEB51688,SAMEA122216798,EMOBON_Italy_Ha_27
Roscoff_BasBIo_S1_200529-210518_MF100,EMOBON00661,DBN_AADU,ERS29756322,NA,to_be_added,NA,to_be_added,PRJEB37751,PRJEB51688,SAMEA122216799,EMOBON_Roskogo_Ha_1
Roscoff_BasBIo_S1_200529-210518_MF500,EMOBON00662,DBN_AADV,ERS29756323,NA,to_be_added,NA,to_be_added,PRJEB37751,PRJEB51688,SAMEA122216800,EMOBON_Roskogo_Ha_2
Roscoff_BasBIo_S1_200529-210518_SFA,EMOBON00663,DBN_AADW,ERS29756324,NA,to_be_added,NA,to_be_added,PRJEB37751,PRJEB51688,SAMEA122216801,EMOBON_Roskogo_Ha_3
Roscoff_BasBIo_S2_200529-210519_MF100,EMOBON00664,DBN_AADX,ERS29756325,NA,to_be_added,NA,to_be_added,PRJEB37751,PRJEB51688,SAMEA122216802,EMOBON_Roskogo_Ha_4
Roscoff_BasBIo_S2_200529-210519_MF500,EMOBON00665,DBN_AADY,ERS29756326,NA,to_be_added,NA,to_be_added,PRJEB37751,PRJEB51688,SAMEA122216803,EMOBON_Roskogo_Ha_5
Roscoff_BasBIo_S2_200529-210519_SFA,EMOBON00666,DBN_AADZ,ERS29756327,NA,to_be_added,NA,to_be_added,PRJEB37751,PRJEB51688,SAMEA122216804,EMOBON_Roskogo_Ha_6
Roscoff_BasBIo_S3_200529-210519_MF100,EMOBON00667,DBN_AAEA,ERS29756328,NA,to_be_added,NA,to_be_added,PRJEB37751,PRJEB51688,SAMEA122216805,EMOBON_Roskogo_Ha_7
Roscoff_BasBIo_S3_200529-210519_MF500,EMOBON00668,DBN_AAEB,ERS29756329,NA,to_be_added,NA,to_be_added,PRJEB37751,PRJEB51688,SAMEA122216806,EMOBON_Roskogo_Ha_8
Roscoff_BasBIo_S3_200529-210519_SFA,EMOBON00669,DBN_AAEC,ERS29756330,NA,to_be_added,NA,to_be_added,PRJEB37751,PRJEB51688,SAMEA122216807,EMOBON_Roskogo_Ha_9
Roscoff_MarBIo_S1_210621-211011_MF100,EMOBON00670,DBN_AAED,ERS29756331,NA,to_be_added,NA,to_be_added,PRJEB37751,PRJEB51688,SAMEA122216808,EMOBON_Roskogo_Ha_10
Roscoff_MarBIo_S1_210621-211011_MF500,EMOBON00671,DBN_AAEE,ERS29756332,NA,to_be_added,NA,to_be_added,PRJEB37751,PRJEB51688,SAMEA122216809,EMOBON_Roskogo_Ha_11
Roscoff_MarBIo_S1_210621-211011_SFA,EMOBON00672,DBN_AAEF,ERS29756333,NA,to_be_added,NA,to_be_added,PRJEB37751,PRJEB51688,SAMEA122216810,EMOBON_Roskogo_Ha_12
Roscoff_MarBIo_S2_210621-211012_MF100,EMOBON00673,DBN_AAEG,ERS29756334,NA,to_be_added,NA,to_be_added,PRJEB37751,PRJEB51688,SAMEA122216811,EMOBON_Roskogo_Ha_13
Roscoff_MarBIo_S2_210621-211012_MF500,EMOBON00674,DBN_AAEH,ERS29756335,NA,to_be_added,NA,to_be_added,PRJEB37751,PRJEB51688,SAMEA122216812,EMOBON_Roskogo_Ha_14
Roscoff_MarBIo_S2_210621-211012_SFA,EMOBON00675,DBN_AAEI,ERS29756336,NA,to_be_added,NA,to_be_added,PRJEB37751,PRJEB51688,SAMEA122216813,EMOBON_Roskogo_Ha_15
Roscoff_MarBIo_S3_210621-211013_MF100,EMOBON00676,DBN_AAEJ,ERS29756337,NA,to_be_added,NA,to_be_added,PRJEB37751,PRJEB51688,SAMEA122216814,EMOBON_Roskogo_Ha_16
Roscoff_MarBIo_S3_210621-211013_MF500,EMOBON00677,DBN_AAEK,ERS29756338,NA,to_be_added,NA,to_be_added,PRJEB37751,PRJEB51688,SAMEA122216815,EMOBON_Roskogo_Ha_17
Roscoff_MarBIo_S3_210621-211013_SFA,EMOBON00678,DBN_AAEL,ERS29756339,NA,to_be_added,NA,to_be_added,PRJEB37751,PRJEB51688,SAMEA122216816,EMOBON_Roskogo_Ha_18
Roscoff_MarBIo_S3_210621-211013_SFA,EMOBON00678,DBN_AAEL,ERS29756340,NA,to_be_added,NA,to_be_added,PRJEB37751,PRJEB51688,SAMEA122216817,EMOBON_Roskogo_Ha_18
Roscoff_BasBIo_S1_20210519-20220509_MF100,EMOBON00679,DBN_AAEM,ERS29756341,NA,to_be_added,NA,to_be_added,PRJEB37751,PRJEB51688,SAMEA122216818,EMOBON_Roskogo_Ha_19
Roscoff_BasBIo_S1_20210519-20220509_MF500,EMOBON00680,DBN_AAEN,ERS29756342,NA,to_be_added,NA,to_be_added,PRJEB37751,PRJEB51688,SAMEA122216819,EMOBON_Roskogo_Ha_20
Roscoff_BasBIo_S1_20210519-20220509_SFA,EMOBON00681,DBN_AAEO,ERS29756343,NA,to_be_added,NA,to_be_added,PRJEB37751,PRJEB51688,SAMEA122216820,EMOBON_Roskogo_Ha_21
Roscoff_BasBIo_S2_20210519-20220512_MF100,EMOBON00682,DBN_AAEP,ERS29756344,NA,to_be_added,NA,to_be_added,PRJEB37751,PRJEB51688,SAMEA122216821,EMOBON_Roskogo_Ha_22
Roscoff_BasBIo_S2_20210519-20220512_MF500,EMOBON00683,DBN_AAEQ,ERS29756345,NA,to_be_added,NA,to_be_added,PRJEB37751,PRJEB51688,SAMEA122216822,EMOBON_Roskogo_Ha_23
Roscoff_BasBIo_S2_20210519-20220512_SFA,EMOBON00684,DBN_AAER,ERS29756346,NA,to_be_added,NA,to_be_added,PRJEB37751,PRJEB51688,SAMEA122216823,EMOBON_Roskogo_Ha_24
Roscoff_BasBIo_S3_20210519-20220512_MF100,EMOBON00685,DBN_AAES,ERS29756347,NA,to_be_added,NA,to_be_added,PRJEB37751,PRJEB51688,SAMEA122216824,EMOBON_Roskogo_Ha_25
Roscoff_BasBIo_S3_20210519-20220512_SFA,EMOBON00687,DBN_AAEU,ERS29756348,NA,to_be_added,NA,to_be_added,PRJEB37751,PRJEB51688,SAMEA122216825,EMOBON_Roskogo_Ha_27
Roscoff_MarBIo_S1_220607-220907_MF500,EMOBON00688,DBN_AAEV,ERS29756349,NA,to_be_added,NA,to_be_added,PRJEB37751,PRJEB51688,SAMEA122216826,EMOBON_Roskogo_Ha_29
Roscoff_MarBIo_S1_220607-220907_SFA,EMOBON00689,DBN_AAEW,ERS29756350,NA,to_be_added,NA,to_be_added,PRJEB37751,PRJEB51688,SAMEA122216827,EMOBON_Roskogo_Ha_30
Roscoff_MarBIo_S2_220607-220907_MF100,EMOBON00690,DBN_AAEX,ERS29756351,NA,to_be_added,NA,to_be_added,PRJEB37751,PRJEB51688,SAMEA122216828,EMOBON_Roskogo_Ha_31
Roscoff_MarBIo_S2_220607-220907_MF500,EMOBON00691,DBN_AAEY,ERS29756352,NA,to_be_added,NA,to_be_added,PRJEB37751,PRJEB51688,SAMEA122216829,EMOBON_Roskogo_Ha_32
Roscoff_MarBIo_S2_220607-220907_SFA,EMOBON00692,DBN_AAEZ,ERS29756353,NA,to_be_added,NA,to_be_added,PRJEB37751,PRJEB51688,SAMEA122216830,EMOBON_Roskogo_Ha_33
Roscoff_MarBIo_S3_220607-220907_MF100,EMOBON00693,DBN_AAFA,ERS29756354,NA,to_be_added,NA,to_be_added,PRJEB37751,PRJEB51688,SAMEA122216831,EMOBON_Roskogo_Ha_34
Roscoff_MarBIo_S3_220607-220907_MF500,EMOBON00694,DBN_AAFB,ERS29756355,NA,to_be_added,NA,to_be_added,PRJEB37751,PRJEB51688,SAMEA122216832,EMOBON_Roskogo_Ha_35
Roscoff_MarBIo_S3_220607-220907_SFA,EMOBON00695,DBN_AAFC,ERS29756356,NA,to_be_added,NA,to_be_added,PRJEB37751,PRJEB51688,SAMEA122216833,EMOBON_Roskogo_Ha_36
Roscoff_MarBIo_S3_220607-220907_SFA,EMOBON00695,DBN_AAFC,ERS29756357,NA,to_be_added,NA,to_be_added,PRJEB37751,PRJEB51688,SAMEA122216834,EMOBON_Roskogo_Ha_36
EMO BON PiEGetxo Ha 210729-211124 MF 05 1.1,EMOBON00696,DBN_AAFD,ERS29756358,NA,to_be_added,NA,to_be_added,PRJEB37754,PRJEB51688,SAMEA122216835,EMOBON_PiEGetxo_Ha_1
EMO BON PiEGetxo Ha 210729-211124 MF 01 1.1,EMOBON00697,DBN_AAFE,ERS29756359,NA,to_be_added,NA,to_be_added,PRJEB37754,PRJEB51688,SAMEA122216836,EMOBON_PiEGetxo_Ha_2
EMO BON PiEGetxo Ha 210729-211124 SF 1.1 ,EMOBON00698,DBN_AAFF,ERS29756360,NA,to_be_added,NA,to_be_added,PRJEB37754,PRJEB51688,SAMEA122216837,EMOBON_PiEGetxo_Ha_3
