old_source_mat_id,ref_code,ref_code_seq,ena_accession_number_sample,ena_accession_number_experiment_metag,ena_accession_number_experiment_metab,ena_accession_number_run_metag,ena_accession_number_run_metab,ena_accession_number_project,ena_accession_number_umbrella,biosamples_accession_number,source_mat_id
EMOBON_EMT21_So_220420_macro_1mm_1,EMOBON00254,,to_be_added,NA,to_be_added,NA,to_be_added,to_be_added,PRJEB51688,to_be_added,EMOBON_EMT21_So_11
EMOBON_EMT21_So_220420_macro_1mm_2,EMOBON00255,,to_be_added,NA,to_be_added,NA,to_be_added,to_be_added,PRJEB51688,to_be_added,EMOBON_EMT21_So_12
EMOBON_EMT21 _So_ 220420_macro_0.5mm_1,EMOBON00256,,to_be_added,NA,to_be_added,NA,to_be_added,to_be_added,PRJEB51688,to_be_added,EMOBON_EMT21_So_15
EMOBON_EMT21 _So_ 220420_macro_0.5mm_2,EMOBON00257,,to_be_added,NA,to_be_added,NA,to_be_added,to_be_added,PRJEB51688,to_be_added,EMOBON_EMT21_So_16
EMOBON_BPNS_So_220420_meio_1,EMOBON00258,,to_be_added,NA,to_be_added,NA,to_be_added,to_be_added,PRJEB51688,to_be_added,EMOBON_BPNS_So_56
EMOBON_BPNS_So_220420_meio_2,EMOBON00259,,to_be_added,NA,to_be_added,NA,to_be_added,to_be_added,PRJEB51688,to_be_added,EMOBON_BPNS_So_57
EMOBON_BPNS_So_220601_meio_1,EMOBON00260,,to_be_added,NA,to_be_added,NA,to_be_added,to_be_added,PRJEB51688,to_be_added,EMOBON_BPNS_So_67
EMOBON_BPNS_So_220601_meio_2,EMOBON00261,,to_be_added,NA,to_be_added,NA,to_be_added,to_be_added,PRJEB51688,to_be_added,EMOBON_BPNS_So_68
