old_source_mat_id,ref_code,ref_code_seq,ena_accession_number_sample,ena_accession_number_experiment_metag,ena_accession_number_experiment_metab,ena_accession_number_run_metag,ena_accession_number_run_metab,ena_accession_number_project,ena_accession_number_umbrella,biosamples_accession_number,source_mat_id
EMOBON_PiEGetxo_Wa_220221_3um_2,EMOBON00392,,to_be_added,to_be_added,NA,to_be_added,NA,to_be_added,PRJEB51688,to_be_added,EMOBON_PiEGetxo_Wa_61
EMOBON_PiEGetxo_Wa_220221_0.2um_1,EMOBON00393,,to_be_added,to_be_added,NA,to_be_added,NA,to_be_added,PRJEB51688,to_be_added,EMOBON_PiEGetxo_Wa_62
EMOBON_PiEGetxo_Wa_220221_0.2um_2,EMOBON00394,,to_be_added,to_be_added,NA,to_be_added,NA,to_be_added,PRJEB51688,to_be_added,EMOBON_PiEGetxo_Wa_63
EMOBON_PiEGetxo_Wa_220425_3um_1,EMOBON00395,,to_be_added,to_be_added,NA,to_be_added,NA,to_be_added,PRJEB51688,to_be_added,EMOBON_PiEGetxo_Wa_72
EMOBON_PiEGetxo_Wa_220425_3um_2,EMOBON00396,,to_be_added,to_be_added,NA,to_be_added,NA,to_be_added,PRJEB51688,to_be_added,EMOBON_PiEGetxo_Wa_73
EMOBON_PiEGetxo_Wa_220425_0.2um_1,EMOBON00397,,to_be_added,to_be_added,NA,to_be_added,NA,to_be_added,PRJEB51688,to_be_added,EMOBON_PiEGetxo_Wa_74
EMOBON_PiEGetxo_Wa_220425_0.2um_2,EMOBON00398,,to_be_added,to_be_added,NA,to_be_added,NA,to_be_added,PRJEB51688,to_be_added,EMOBON_PiEGetxo_Wa_75
EMOBON_PiEGetxo_Wa_220425_3um_blank,EMOBON00399,,to_be_added,to_be_added,NA,to_be_added,NA,to_be_added,PRJEB51688,to_be_added,EMOBON_PiEGetxo_Wa_76
EMOBON_PiEGetxo_Wa_220425_0.2um_blank,EMOBON00400,,to_be_added,to_be_added,NA,to_be_added,NA,to_be_added,PRJEB51688,to_be_added,EMOBON_PiEGetxo_Wa_77
EMOBON_PiEGetxo_Wa_220622_3um_1,EMOBON00401,,to_be_added,to_be_added,NA,to_be_added,NA,to_be_added,PRJEB51688,to_be_added,EMOBON_PiEGetxo_Wa_84
EMOBON_PiEGetxo_Wa_220622_3um_2,EMOBON00402,,to_be_added,to_be_added,NA,to_be_added,NA,to_be_added,PRJEB51688,to_be_added,EMOBON_PiEGetxo_Wa_85
EMOBON_PiEGetxo_Wa_220622_0.2um_1,EMOBON00403,,to_be_added,to_be_added,NA,to_be_added,NA,to_be_added,PRJEB51688,to_be_added,EMOBON_PiEGetxo_Wa_86
